orig	mod	comp	total
P. Linderoths bokhandel	P. Linderoths bokhandel		1
P. Lindgren	P. Lindgren		1
P. Lindstedt	P. Lindstedt		1
P. Naumburg & Co	P. Naumburg & Co		1
P. Nordlinger	P. Nordlinger		1
P. Olsson	P. Olsson		1
P. Pallin	P. Pallin		1
P. Palmquist i	P. Palmquist i		1
P. Palmquists a.-b	P. Palmquists a.-b		1
P. Påhlson	P. Påhlson		1
P. Sallström	P. Sallström		1
P. Selander	P. Selander		1
P. Sohm aux dépens de J.C. Holmberg	P. Sohm aux dépens de J.C. Holmberg		1
P. Söderhaw	P. Söderhav		1
P. Södermark	P. Södermark		1
P. v. Möller	P. v. Möller		1
P. Westman	P. Westman		1
P. Willmers	P. Willmers		1
P. Wretblad	P. Wretblad		1
P. Zsolnay	P. Zsolnay		1
P.A. Huldbergs	P.A. Huldbergs		1
P.A. Huldbergs-	P.A. Huldbergs-		1
P.A. Huldbergs aktieb	P.A. Huldbergs aktieb		1
P.A. Huldbergs Bokhandel	P.A. Huldbergs Bokhandel		1
P.A. Huldbergs officin	P.A. Huldbergs officin		1
P.A. Huldbergyckeri	P.A. Huldbergyckeri		1
P.A. Huldergs	P.A. Huldergs		1
P.A. Huldtbergs bokhandel	P.A. Huldtbergs bokhandel		1
P.A. Lindberg	P.A. Lindberg		1
P.A. Lindberg & Co	P.A. Lindberg & Co		1
P.A. Nordstedt & Söner	P.A. Nordstedt & Söner		1
P.A. Norstedt & sön	P.A. Norstedt & sön		1
P.A. Norstedt & Sönder	P.A. Norstedt & Sönder		1
P.A. Norstedt & söners	P.A. Norstedt & söners		1
P.A. Norstedts	P.A. Norstedts		1
P.A. Norstedts söner	P.A. Norstedts söner		1
P.A. Olsson	P.A. Olsson		1
P.A. Palmers eftertr	P.A. Palmers eftertr		1
P.A. Person	P.A. Person		1
P.A. Petersson	P.A. Petersson		1
P.E. Fröberg	P.E. Fröberg		1
P.E. Nilsson	P.E. Nilsson		1
P.F. Rosander	P.F. Rosander		1
P.F. Sievers	P.F. Sievers		1
P.G. Almberg & Co	P.G. Almberg & Co		1
P.G. Esping	P.G. Esping		1
P.G. Lantz	P.G. Lantz		1
P.H. Beijer	P.H. Beijer		1
P.H. Lindstedts	P.H. Lindstedts		1
P.H. Lindstedts universitetsbokhandel	P.H. Lindstedts universitetsbokhandel		1
P.J. Meijer	P.J. Meijer		1
P.J. Selmer	P.J. Selmer		1
P.M. Salströms bokhandel	P.M. Salströms bokhandel		1
P.T. Malling	P.T. Malling		1
P.T. Mallings bogh	P.T. Mallings bogh		1
P.T. Mallings bogtrykkeri	P.T. Mallings bogtrykkeri		1
P.W. Karströms bokhandel	P.W. Karströms bokhandel		1
P.W. Lengquist	P.W. Lengquist		1
På A. Alreiks bekostnad	Paa A. Alreiks bekostnad		1
på C.A. Bagge	paa C.A. Bagge		1
på eget	paa eget		1
på Evangelii härold	paa Evangelii härold		1
Paa Hofboghandler J.H. Schubothe, trykt hos Andreas Seidelin	Paa Hofboghandler J.H. Schubothe, trykt hos Andreas Seidelin		1
på Juvenaliska bok i 50 numr. ex	paa Juvenaliska bok i 50 numr. ex		1
på Juvenalordens i 50 numr. ex	paa Juvenalordens i 50 numr. ex		1
På L.J. Hjerta	Paa L.J. Hjerta		1
På vakt	Paa vakt		1
Pacific Press	Pacific Press		1
Pacific Press Publ. Co	Pacific Press Publ. Co		1
Palace	Palace		1
Palaeontological Institution of the University of Uppsala	Palaeontological Institution of the University of Uppsala		1
Páll Sveinsson	Páll Sveinsson		1
Palmær	Palmær		1
Palmær & Ridderstad	Palmær & Ridderstad		1
Palmblad & C	Palmblad & C		1
Palmblad & C. MDCCCXXXIV. Gryphiæ apud E. Mauritium	Palmblad & C. MDCCCXXXIV. Gryphiä apud E. Mauritium		1
Palmblad & Comp	Palmblad & Comp		1
palmblad, Sebell & c	palmblad, Sebell & c		1
Palmer	Palmer		1
Palmér	Palmér		1
Palmer & Sjögren	Palmer & Sjögren		1
Palmgrenska samskolan	Palmgrenska samskolan		1
Palmquists tr	Palmquists tr		1
Panses Verlag	Panses Verlag		1
Panstwowe Wydawnictwo Naukowe	Panstwowe Wydawnictwo Naukowe		1
Pantheon Books	Pantheon Books		1
Pappersbolaget	Pappersbolaget		1
Pappershandlaren	Pappershandlaren		1
Pappersmasseförb	Pappersmasseförb		1
Papyrus	Papyrus		1
Paraden	Paraden		1
Paragon Press	Paragon Press		1
Parey	Parey		1
Pargas kalkberg	Pargas kalkberg		1
Paris	Paris		1
Pariserkomitén	Pariserkomitén		1
Parker	Parker		1
Parker-Kalon Corporation	Parker-Kalon Corporation		1
Parrish	Parrish		1
partiet	partiet		1
Partiff	Partiff		1
Passepartout	Passepartout		1
Pastor A. Th. Lindberg	Pastor A. Th. Lindberg		1
Pastor Carl Thunström	Pastor Carl Thunström		1
Pastor Helge Arvedson	Pastor Helge Arvedson		1
Pastor Simon Segerberg	Pastor Simon Segerberg		1
Pastorala meddelanden	Pastorala meddelanden		1
Pastorsämbetet	Pastorsämbetet		1
Pastorsämbetet i Arvika västra församl	Pastorsämbetet i Arvika västra församl		1
Patientförening Skogsblomman	Patientförening Skogsblomman		1
Patientförening vid Jonas Selggrens sanatorium	Patientförening vid Jonas Selggrens sanatorium		1
Paul Franke Verlag	Paul Franke Verlag		1
Paul List	Paul List		1
Paul Ollendorff	Paul Ollendorff		1
Paul Pigelot & Söner	Paul Pigelot & Söner		1
Paul U. Bergström	Paul U. Bergström		1
Paula Kalnina pieminas fonds	Paula Kalnina pieminas fonds		1
Pauli, Ebba	Pauli, Ebba		1
Payot	Payot		1
Pearson-Ullberg, Publ	Pearson-Ullberg, Publ		1
Pearson, Platts & Mosher	Pearson, Platts & Mosher		1
Pedagogiska förening för förskoleåldern	Pedagogiska förening för förskoleåldern		1
Pedagogiska förening i Finland	Pedagogiska förening i Finland		1
Pedagogiska samarbetskommittén i Örebro läns södra inspektionsområde	Pedagogiska samarbetskommittén i Örebro läns södra inspektionsområde		1
Pedagogiska sällskapet	Pedagogiska sällskapet		1
Pehr Sparre	Pehr Sparre		1
Pehrsons bokhandel	Pehrsons bokhandel		1
Pellerins Margarinfrik	Pellerins Margarinfrik		1
Pennsylvania Railroad Co	Pennsylvania Railroad Co		1
Pensionären	Pensionären		1
Pentaverken	Pentaverken		1
Pentladet	Pentladet		1
Per Samuel Bäckström	Per Samuel Bäckström		1
Percy Lund Humphries & Co	Percy Lund Humphries & Co		1
Perfekta	Perfekta		1
Perfektatryck	Perfektatryk		1
Périchon	Périchon		1
Periodica	Periodica		1
Periodiska skrifter	Periodiska skrifter		1
Perrin et Cie	Perrin et Cie		1
Perry Johnson	Perry Johnson		1
Personaltjänstförening SAIA	Personaltjänstförening SAIA		1
Perssons garnlager	Perssons garnlager		1
Pesth	Pesth		1
Peter Hedenius	Peter Hedenius		1
Peter Momma	Peter Momma		1
Petersen	Petersen		1
Petersons eftr	Petersons eftr		1
Pethman'in Kirjapaino	Pethman'in Kirjapaino		1
Petrus de Dacia	Petrus de Dacia		1
Petters. bok eftr	Petters. bok eftr		1
Petterssons bokhandel	Petterssons bokhandel		1
Petterssonska yckeriet	Petterssonska yckeriet		1
Ph. Maass & Co	Ph. Maass & Co		1
Phaidon	Phaidon		1
Philadelphia museum of art	Philadelphia museum of art		1
Philip Lindstedt	Philip Lindstedt		1
Philip Lindstedts bokhandel	Philip Lindstedts bokhandel		1
Philip Sales Promotion	Philip Sales Promotion		1
Philological Society	Philological Society		1
Philosophical Library	Philosophical Library		1
Philosophischen Fakultät der Universität Helsingfors	Philosophischen Fakultät der Universität Helsingfors		1
Phœnix	Phœnix		1
Phosphoros	Phosphoros		1
Piccolo	Piccolo		1
Pickering	Pickering		1
Pietistens expedition	Pietistens expedition		1
Pietzsch	Pietzsch		1
Pihlstrand	Pihlstrand		1
Pingsten	Pingsten		1
Pioneer Book Store	Pioneer Book Store		1
Pios	Pios		1
Pirita	Pirita		1
Piteå-Tidn	Piteaa-Tidn		1
Piteåtidning	Piteåtidning		1
PIW	PIW		1
PK	PK		1
Planeringsavdelning, Länsstyrelse	Planeringsavdelning, Länsstyrelse		1
Planeringsavdelning, Styr	Planeringsavdelning, Styr		1
Plansch- & Litteratur-aktb	Plansch- & Litteratur-aktb		1
Plantijn	Plantijn		1
Plantskydd	Plantskydd		1
Platsgivarnes tidning	Platsgivarnes tidning		1
Plf	Plf		1
Ploegsma	Ploegsma		1
Plolygraphischer	Plolygraphischer		1
Plon, Berger-Levrault	Plon, Berger-Levrault		1
Pluti Svenner	Pluti Svenner		1
Plutonchefsskolan vid 3. bataljon I. 24	Plutonchefsskolan vid 3. bataljon I. 24		1
Poeschel	Poeschel		1
Pohjalaisen	Pohjalaisen		1
Pohl	Pohl		1
Poiste hääl	Poiste hääl		1
Pol'za	Pol'za		1
POL-	POL-		1
Polak	Polak		1
Polisförening Svensk polis-tidning	Polisförening Svensk polis-tidning		1
Polishunden	Polishunden		1
Poliskammaren	Poliskammaren		1
politiken	politiken		1
Politisk litteratur	Politisk litteratur		1
Politiskt nyhetsbrev	Politiskt nyhetsbrev		1
Polyglot club	Polyglot club		1
Ponthenier	Ponthenier		1
Pontificia Università gregoriana	Pontificia Universita gregoriana		1
Pontificia Università Gregoriana	Pontificia Universita Gregoriana		1
Pontificio istituto biblico	Pontificio istituto biblico		1
Pontificio Istituto di Archeologia Cristiana	Pontificio Istituto di Archeologia Cristiana		1
Pontos-Vlg	Pontos-Vlg		1
Populaer-Videnskeligt	Populaer-Videnskeligt		1
Popular mechanics	Popular mechanics		1
Populär-teknik	Populär-teknik		1
Populär radio	Populär radio		1
Populära hundar	Populära hundar		1
Porter & Coates	Porter & Coates		1
Poselstwo rzeczypospolitej Polskiej w Sztokholmie	Poselstwo rzeczypospolitej Polskiej v Sztokholmie		1
Positivistiska samfundet	Positivistiska samfundet		1
PostArvid Karlsson	PostArvid Karlsson		1
Postbetjänten	Postbetjänten		1
Postbox 305	Postbox 305		1
Posten	Posten		1
Postfack	Postfak		1
Postförskottsaffären	Postförskottsaffären		1
Posthandbokens exp	Posthandbokens exp		1
Postsparb	Postsparb		1
Postsparbanken	Postsparbanken		1
Poststationsföreståndaren	Poststationsföreståndaren		1
Posttjänstemännens förening	Posttjänstemännens förening		1
Postverkets undervisningsanst. i distr	Postverkets undervisningsanst. i distr		1
Povel Branner	Povel Branner		1
Povl Branner	Povl Branner		1
Powwow	Powwov		1
Practica	Practica		1
Praktiskt landtbruk	Praktiskt landtbruk		1
Pravda	Pravda		1
Pred. Gust. Berg	Pred. Gust. Berg		1
Predikanternas studiekrets	Predikanternas studiekrets		1
Prego	Prego		1
Premie-bibl	Premie-bibl		1
Prentað í ísafoldarprentsmiðju	Prentað í ísafoldarprentsmiðju		1
Presejo de Röhr	Presejo de Röhr		1
Press of Carl Asplind	Press of Carl Asplind		1
Pressavdelning, Sovjetunionens legation	Pressavdelning, Sovjetunionens legation		1
Presscentralen	Presscentralen		1
Pressetjeneste	Pressetjeneste		1
Pressfotografernas reportage	Pressfotografernas reportage		1
Pressfront	Pressfront		1
Pricken	Pricken		1
Primodt	Primodt		1
Princeton U.P	Princeton U.P		1
Princeton U.P. for the American Scandinavian Foundation	Princeton U.P. for the American Scandinavian Foundation		1
Princeton U.P., for the American Scandinavian Foundation	Princeton U.P., for the American Scandinavian Foundation		1
Princeton univ	Princeton univ		1
Princeton universitets Press	Princeton universitets Press		1
Princeton university press for the American-Scandinavian foundation, New York	Princeton university press for the American-Scandinavian foundation, Nev York		1
Princeton University Press for the American-Scandinavian Foundation, New York	Princeton University Press for the American-Scandinavian Foundation, Nev York		1
Princeton University Press, Princeton, for the American Scandinavian foundation	Princeton University Press, Princeton, for the American Scandinavian foundation		1
Princeton UP	Princeton UP		1
Principia Press	Principia Press		1
Printed by Grøndahl & søn	Printed by Grøndahl & søn		1
Printed for and presented by The New York Bible and Common Prayer Book Society	Printed for and presented by The Nev York Bible and Common Prayer Book Society		1
printed for J. Johnson	printed for J. Johnson		1
Printed For J. Johnson, St. Paul's Church-yard	Printed For J. Johnson, St. Paul's Church-yard		1
printed for Robert Baldwin ... sold also by William Blackwood, Edinburgh, and John Cumming, Dublin	printed for Robert Baldwin ... sold also by William Blackwood, Edinburgh, and John Cumming, Dublin		1
printed for T. Becket and P.A. de Hondt	printed for T. Becket and P.A. de Hondt		1
Printed for the author at 'The Nation' Press	Printed for the author at 'The Nation' Press		1
Printed for the Hydrographic Office, Admiralty ... by J.D. Potter	Printed for the Hydrographic Office, Admiralty ... by J.D. Potter		1
Prior	Prior		1
Priors Hofboghandel	Priors Hofboghandel		1
Pripp-bryggerierna	Pripp-bryggerierna		1
Priv. print	Priv. print		1
Priv. print. for the Gila Pueblo	Priv. print. for the Gila Pueblo		1
Pro caritate i distr	Pro caritate i distr		1
Pro Caritates	Pro Caritates		1
Pro veritate	Pro veritate		1
Proft	Proft		1
Program in Scandinavian Area Studies, universitets of Minnesota	Program in Scandinavian Area Studies, universitets of Minnesota		1
Program in Scandinavian Area Studies, University of Minnesota	Program in Scandinavian Area Studies, University of Minnesota		1
Programråd	Programråd		1
Programtjänsten, Godtemplarorden	Programtjänsten, Godtemplarorden		1
Propaganda centralen N.E.J	Propaganda centralen N.E.J		1
Propagandacentralen Nej	Propagandacentralen Nej		1
Propagandaförening 'Esperantovännerna	Propagandaförening 'Esperantovännerna		1
Propagandakommittén Välj svensk vara	Propagandakommittén Välj svensk vara		1
Prophetic light	Prophetic light		1
Propyläen	Propyläen		1
Protat	Protat		1
Protat frères	Protat frères		1
Protestant Episcopal Tract Society	Protestant Episcopal Tract Society		1
Prärieserier	Prärieserier		1
Prästgymnasiet	Prästgymnasiet		1
Prästgymnasiet, & Göteborgs stiftstidn	Prästgymnasiet, & Göteborgs stiftstidn		1
Prästgården	Prästgården		1
Psychology Foundation	Psychology Foundation		1
Psykofysiska institutet	Psykofysiska institutet		1
Psykologiska inst., Univ	Psykologiska inst., Univ		1
Pub-nytt	Pub-nytt		1
publ. by the author	publ. by the author		1
Publ. for The Church Historical Society by SPCK	Publ. for The Church Historical Society by SPCK		1
Publications Press	Publications Press		1
Published by Association of Ukrainian Former Combatants in Great Britain	Published by Association of Ukrainian Former Combatants in Great Britain		1
Published by H.M.S.O. for Colonial Office	Published by H.M.S.O. for Colonial Office		1
Published by R. Ackermann	Published by R. Ackermann		1
Published for East African Institute of Social Research	Published for East African Institute of Social Research		1
Published for the American Historical Association by! Cornell U.P	Published for the American Historical Association by! Cornell U.P		1
Published for the Church Historical Society [by] Society for Promoting Christian Knowledge	Published for the Church Historical Society [by] Society for Promoting Christian Knowledge		1
Published for the College by H.K. Lewis	Published for the College by H.K. Lewis		1
Published for the Institute of Human Relations by Yale University Press	Published for the Institute of Human Relations by Yale University Press		1
Published for the International African Institute by Oxford U.P	Published for the International African Institute by Oxford U.P		1
Published for the Minneapolis Institute of Arts by University of Minesota P	Published for the Minneapolis Institute of Arts by University of Minesota P		1
Published under the auspices of The London Institute of World Affairs by Stevens & Sons	Published under the auspices of The London Institute of World Affairs by Stevens & Sons		1
PUF	PUF		1
Puget Sound Publ. Co	Puget Sound Publ. Co		1
Puget Sound Publishing Co	Puget Sound Publishing Co		1
Puck	Puk		1
Pump-separator	Pump-separator		1
Puritas i distr	Puritas i distr		1
Puromies	Puromies		1
Puttkammer & Mühlbrecht	Puttkammer & Mühlbrecht		1
Påhlman & Co	Påhlman & Co		1
Påhlson i distr	Påhlson i distr		1
Påhlsons bokhandel i distr	Påhlsons bokhandel i distr		1
Pålsboda	Pålsboda		1
Påsk-smällar	Påsk-smällar		1
Påsken	Påsken		1
Påskägget	Påskägget		1
Päivänsalo, Paavo	Päivänsalo, Paavo		1
Quelle & Meyer	Quelle & Meyer		1
Querido	Querido		1
Quidings bokhandel i distr	Quidings bokhandel i distr		1
Quick and easy	Quik and easy		1
Quo vadis	Quo vadis		1
Quo vadis?	Quo vadis?		1
r. A. Berg	r. A. Berg		1
R. Aitken & Son	R. Aitken & Son		1
R. Andersson	R. Andersson		1
R. Bemporad & Figlio	R. Bemporad & Figlio		1
R. Carlsson	R. Carlsson		1
R. Ericsson, bokhandel	R. Ericsson, bokhandel		1
R. Ericssons bokhandel	R. Ericssons bokhandel		1
R. F. O	R. F. O		1
R. Fåhræus	R. Fåhræus		1
R. Fänge	R. Fänge		1
R. G:son Kjellander	R. G:son Kjellander		1
R. Gaertners Verlagsbuchhandlung	R. Gaertners Verlagsbuchhandlung		1
R. Grant and Son	R. Grant and Son		1
R. Hale limited	R. Hale limited		1
R. Hejll	R. Hejll		1
R. Henricson	R. Henricson		1
R. L. F	R. L. F		1
R. Lagerblads	R. Lagerblads		1
R. Leksell	R. Leksell		1
R. Lind	R. Lind		1
R. Lindquist	R. Lindquist		1
r. Lundquist & C:s Lithografiska institut	r. Lundquist & C:s Lithografiska institut		1
R. Löwit	R. Löwit		1
R. Nissen	R. Nissen		1
R. Orstadius'	R. Orstadius'		1
R. Palmgren	R. Palmgren		1
R. Piper	R. Piper		1
R. Sahlbergs antiqwariat	R. Sahlbergs antiqwariat		1
R. Sahlin	R. Sahlin		1
R. Sandberg	R. Sandberg		1
R. Stenwall	R. Stenwall		1
R. Storck	R. Stork		1
R. Turesson	R. Turesson		1
R. Wallberg, Handelsa.-b	R. Wallberg, Handelsa.-b		1
R. Wawrinsky	R. Wawrinsky		1
R. Voigtländers Verlag	R. Voigtländers Verlag		1
R. Åhlén	R. Åhlén		1
R.D. Irwin	R.D. Irwin		1
R.E. Westerlund	R.E. Westerlund		1
R.G. Larson	R.G. Larson		1
R.G. Lindblad	R.G. Lindblad		1
R.L. Prager	R.L. Prager		1
R.L.F	R.L.F		1
R.O.S	R.O.S		1
R.W. Sandberg	R.W. Sandberg		1
Racial	Racial		1
Radar	Radar		1
Radikal tidning	Radikal tidning		1
Radio	Radio		1
Radio-kultur	Radio-kultur		1
Radio Printing Company	Radio Printing Company		1
Radio, S. Kungstornet	Radio, S. Kungstornet		1
Radioamatören	Radioamatören		1
Radiofronten	Radiofronten		1
Radiotekniska	Radiotekniska		1
Radiotidning	Radiotidning		1
Radiotjänst, Föredragsavdelning	Radiotjänst, Föredragsavdelning		1
Ragnar Wahlborg, Surbrunnsg	Ragnar Wahlborg, Surbrunnsg		1
Ragunda hembygdsfören	Ragunda hembygdsfören		1
rahamson	rahamson		1
rahamsson, S	rahamsson, S		1
Rahm	Rahm		1
Rahtgens	Rahtgens		1
Raketen	Raketen		1
Ralf Arnie	Ralf Arnie		1
Ramnäs bruk	Ramnäs bruk		1
ramssons bokhandel	ramssons bokhandel		1
Ramströms tr	Ramströms tr		1
Rand, McNally & Company	Rand, McNally & Company		1
Randel	Randel		1
Random House	Random House		1
Randon House	Randon House		1
Ranghusen & Ekström	Ranghusen & Ekström		1
Rapilly	Rapilly		1
Rapportcentralen	Rapportcentralen		1
Rapporter från Tyskland	Rapporter från Tyskland		1
Raschdorff-Viehrig	Raschdorff-Viehrig		1
Raski, K	Raski, K		1
Rasmus Naver	Rasmus Naver		1
Rasmussen	Rasmussen		1
Rayner, Dalheim & Co	Rayner, Dalheim & Co		1
Reader's digest	Reader's digest		1
Reader's Digest	Reader's Digest		1
Rebo	Rebo		1
Reclam-Verlag	Reclam-Verlag		1
Reco-	Reco-		1
Record	Record		1
Recordmönster	Recordmönster		1
red	red		1
Red. af N. Dagl. Alleh	Red. af N. Dagl. Alleh		1
Red. af Nordisk mejeritidning	Red. af Nordisk mejeritidning		1
Red. af Nordisk Mejeritidning	Red. af Nordisk Mejeritidning		1
red. av B. M. F	red. av B. M. F		1
Red. av Täppan	Red. av Täppan		1
Red:kommittén för RSB:s historia	Red:kommittén för RSB:s historia		1
Redakt. af tidskr. 'Efteråt	Redakt. af tidskr. 'Efteråt		1
Redakt. af Tidskrift f. hemmet	Redakt. af Tidskrift f. hemmet		1
Redakt. af Tidskrift för lagstiftning	Redakt. af Tidskrift för lagstiftning		1
Redaktionskommittén för Finland under korsfanan	Redaktionskommittén för Finland under korsfanan		1
Redaktionskommittén för Svenska barn i bild	Redaktionskommittén för Svenska barn i bild		1
Redaktionskommittén för Sverige i vapen	Redaktionskommittén för Sverige i vapen		1
Rederi- Mälartrafik	Rederi- Mälartrafik		1
Rederi Göteborg-Fredrikshavn-linjen	Rederi Göteborg-Fredrikshavn-linjen		1
Rederi Transatlantic	Rederi Transatlantic		1
Redin	Redin		1
Redovisningstekniska byrån	Redovisningstekniska byrån		1
Reflektorn	Reflektorn		1
Reformatorns redaktion	Reformatorns redaktion		1
Regattan	Regattan		1
Regementet	Regementet		1
Regenboog	Regenboog		1
Register ång-	Register ång-		1
Regnstrand	Regnstrand		1
Regulus-	Regulus-		1
Rehlit	Rehlit		1
Rehnberg	Rehnberg		1
Rehnbergs bokhandel i distr	Rehnbergs bokhandel i distr		1
Rehnbergs eftertr	Rehnbergs eftertr		1
Rehnskog	Rehnskog		1
Reichenbachsche Verlagsbuchhandlung	Reichenbachsche Verlagsbuchhandlung		1
Reichsausschuss für Fremdenverkehr	Reichsausschuss für Fremdenverkehr		1
Reinh. Grape	Reinh. Grape		1
Reinh. Hörnell	Reinh. Hörnell		1
Reinhard	Reinhard		1
Reinhardt	Reinhardt		1
Reinicke	Reinicke		1
Reinier Jansen	Reinier Jansen		1
Reinwald	Reinwald		1
Reissner	Reissner		1
Reistad	Reistad		1
Reklam & dekoration	Reklam & dekoration		1
Reklam & tryck	Reklam & tryk		1
Reklamen	Reklamen		1
Reklamkontroll	Reklamkontroll		1
Rekord	Rekord		1
Rekordtryck	Rekordtryk		1
Rektorsexp., Allm. lärov	Rektorsexp., Allm. lärov		1
Relling	Relling		1
Ren & Sjögren/tidning Vi	Ren & Sjögren/tidning Vi		1
Renhållningsverket	Renhållningsverket		1
Rentsch	Rentsch		1
Renässans	Renässans		1
Reprint Society	Reprint Society		1
Res i edert eget land	Res i edert eget land		1
Restaurangbolaget i Östergötland	Restaurangbolaget i Östergötland		1
Restaurangernas idrottsklubb	Restaurangernas idrottsklubb		1
Restaureringskommittén	Restaureringskommittén		1
Restius	Restius		1
Reunamo	Reunamo		1
reuter & Reuter	reuter & Reuter		1
Revers	Revers		1
Review & Herald - & fören	Reviev & Herald - & fören		1
Review & Herald bolag	Reviev & Herald bolag		1
Review & Herald s- & bolag	Reviev & Herald s- & bolag		1
Review & Herald sfören	Reviev & Herald sfören		1
Review & Herald sförening	Reviev & Herald sförening		1
Review & Heralds bolag	Reviev & Heralds bolag		1
Review and Herald Pub. Co	Reviev and Herald Pub. Co		1
Review and Herald sfören	Reviev and Herald sfören		1
Review Publishers' Company	Reviev Publishers' Company		1
Revisorn	Revisorn		1
Revista hispano escandinavia	Revista hispano escandinavia		1
Revista Homilética	Revista Homilética		1
Revolt	Revolt		1
Revolutionen	Revolutionen		1
Revue de mode favorite	Revue de mode favorite		1
Revue du Mois	Revue du Mois		1
Reymersholms gamla industri	Reymersholms gamla industri		1
RFSU	RFSU		1
Rhodos	Rhodos		1
Riala hembygdsfören	Riala hembygdsfören		1
Rich. Ericssons bokhandel	Rich. Ericssons bokhandel		1
Richard Bentley	Richard Bentley		1
Richard Naumann	Richard Naumann		1
Richard tr	Richard tr		1
Ricordi	Ricordi		1
Ridå	Ridaa		1
Ridelius' bokhandel	Ridelius' bokhandel		1
Ridsport & golf	Ridsport & golf		1
Rietz bokhandel i distr	Rietz bokhandel i distr		1
Rietz i distr	Rietz i distr		1
Rig	Rig		1
Rikard	Rikard		1
Rikoschetten	Rikoschetten		1
Riks	Riks		1
Riks-tidning	Riks-tidning		1
Riks för affärsanställda	Riks för affärsanställda		1
Riks för fjärdingsmän & polismän	Riks för fjärdingsmän & polismän		1
Riks Hem & skola	Riks Hem & skola		1
Riks Svenska familjevärnet	Riks Svenska familjevärnet		1
Riksbankens sedeltr	Riksbankens sedeltr		1
Riksbankstjänstemännens förening	Riksbankstjänstemännens förening		1
Riksdagsbiblioteket	Riksdagsbiblioteket		1
Riksförening för simningens främjande	Riksförening för simningens främjande		1
Riksförening för svenskhetens bevarande i utlandet. Lokalavdelning i Malmö	Riksförening för svenskhetens bevarande i utlandet. Lokalavdelning i Malmö		1
Riksförening för svenskhetetns bevarande i utlandet	Riksförening för svenskhetetns bevarande i utlandet		1
Riksförening mot reumatism	Riksförening mot reumatism		1
Riksförening mot Reumatism	Riksförening mot Reumatism		1
Riksförsäkringsanstalte	Riksförsäkringsanstalte		1
Riksidrotts	Riksidrotts		1
Riksidrottsförb:-idrottsplatskommitté	Riksidrottsförb:-idrottsplatskommitte		1
Riksidrottsförb:s idrottsplatskommitté	Riksidrottsförb:s idrottsplatskommitte		1
Riksidrottss idrottsplatskommitté	Riksidrottss idrottsplatskommitte		1
Riksidrottss samarbetskommitte	Riksidrottss samarbetskommitte		1
Rikskommittén mot den olagliga rusdryckshanteringen	Rikskommittén mot den olagliga rusdryckshanteringen		1
Riksmarskalksämbetet	Riksmarskalksämbetet		1
Riksmusei palæontolog. afd	Riksmusei palæontolog. afd		1
Riksutkottet för de kristnas nykterhetsrörelse	Riksutkottet för de kristnas nykterhetsrörelse		1
Riktlinjer	Riktlinjer		1
Rinehart	Rinehart		1
Ring & Spektrum	Ring & Spektrum		1
Ringqvist	Ringqvist		1
Rinn	Rinn		1
Ripa & Co	Ripa & Co		1
Riper	Riper		1
Risebergastiftelse	Risebergastiftelse		1
Ristin voitto	Ristin voitto		1
Riszen	Riszen		1
Ritola	Ritola		1
Rittfeldt	Rittfeldt		1
Rittfeldts bokhandel	Rittfeldts bokhandel		1
Ritzsch	Ritzsch		1
Rivière & Voorhoeve	Rivière & Voorhoeve		1
Rivjärnet	Rivjärnet		1
RLF:	RLF:		1
Robert Acrel	Robert Acrel		1
Robert Edgren	Robert Edgren		1
Robert M. McBride & comp	Robert M. McBride & comp		1
Robert M. Thorburn	Robert M. Thorburn		1
Robo, Auto-Marin	Robo, Auto-Marin		1
Robur	Robur		1
Rockford Printing Co., Printers	Rockford Printing Co., Printers		1
Rockliff	Rockliff		1
Roddinstruktörsfören	Roddinstruktörsfören		1
Rodret	Rodret		1
Rodwell and Martin	Rodwell and Martin		1
Roelants	Roelants		1
Rolander	Rolander		1
Rolf Heise	Rolf Heise		1
Romibl	Romibl		1
Ronald	Ronald		1
Rondinella & Loffredo	Rondinella & Loffredo		1
Roneliuksen kirjakauppa	Roneliuksen kirjakauppa		1
Ronzo	Ronzo		1
Rosander	Rosander		1
Rosdala glasbruk	Rosdala glasbruk		1
Rosemount Press	Rosemount Press		1
Rosenbaum & Hart	Rosenbaum & Hart		1
Rosencreutzareorden	Rosencreutzareorden		1
Rosencreutzareorden Amorc	Rosencreutzareorden Amorc		1
Rosencreutzorden AMORC	Rosencreutzorden AMORC		1
Rosenkreutz-orden AMORC	Rosenkreutz-orden AMORC		1
Rosenkreutzare-orden Amorc	Rosenkreutzare-orden Amorc		1
Rosenkreutzorden AMORC	Rosenkreutzorden AMORC		1
Roséns	Roséns		1
Roskilde og Bagger	Roskilde og Bagger		1
Roslagens	Roslagens		1
Roslagens fornminnes- & hembygdsförening	Roslagens fornminnes- & hembygdsförening		1
Roslagens sjöfartsminnesförening	Roslagens sjöfartsminnesförening		1
Rosma	Rosma		1
Rostads elevförb	Rostads elevförb		1
Rota	Rota		1
Rotary	Rotary		1
Roth	Roth		1
Rothe	Rothe		1
Rotogravyr	Rotogravyr		1
Rouart et Watelin	Rouart et Watelin		1
Rouden'sche Buchh	Rouden'sche Buchh		1
Rousseau	Rousseau		1
Routledge & Coegan Paul	Routledge & Coegan Paul		1
Row, Peterson	Rov, Peterson		1
Rovaniemen seurakunta	Rovaniemen seurakunta		1
Royal Institute of International Affairs	Royal Institute of International Affairs		1
