Corporate_name	Count
Filadelfiaförsamlingen.	2
Svenska Gymnastik- och idrottsföreningarnas riksförbund	2
Gustav Adolfs akademien	2
Grönby föreningsbibliotek.	2
Grankulla samskola	2
Templarorden.	2
Glumslövs församlingsbibliotek.	2
Genealogiska samfundet i Finland	2
Geijerska släktföreningen.	2
Föreningsbanken i Finland	2
Färgaryds församlingsbibliotek.	2
Moritz Frænckel och Co	2
Fartyget Frau Metta	2
Svenska Finlands folkting	2
Svenska Folkförbundet	2
Flottningschefsföreningen	2
Fiskars bruk.	2
Prokuratorn i kejserliga senaten för Finland.	2
Finska tandläkaresällskapet	2
Finska skolstatens pensionskassa	2
Finska pappersingeniörsföreningen	2
Finska kennelklubben.	2
Finska kadettkåren	2
Svenska Finlands idrottsförbund	2
Finlands bank	2
Lantdagen.	2
Falu baptistförsamling.	2
Utställning 1910.	2
Falkenbergs brottarklubb.	2
Evangeliska fosterlandsstiftelsen	2
Evangeliska brödraförsamlingen	2
Folkskolans barnbibliotek.	2
Ekerö idrottsklubb.	2
Landsmåls- och folkminnesarkivet i Uppsala	2
Makarna Mittag-Lefflers matematiska stiftelse.	2
Föreningen Diplomerade från Socialinstitutet	2
Folkbiblioteket	2
Degerfors arbetarekommun	2
Sockenbibliotek.	2
Folk- och skolbibliotek.	2
Commission de météorologie agricole	2
International Comité métérologique	2
Idrottsföreningen Elfsborg.	2
Borås frivilliga skarpskyttekårs bibliotek.	2
Borgå museum.	2
Borgå museiförening.	2
Borgå gymnasium.	2
Folkhögskolan.	2
Bodens bandyklubb.	2
Blekinge Blåbandsförbund.	2
Sockenboksamlingen.	2
Barnavårdsföreningen i Finland	2
Alfshög Kommunbiblioteket.	2
Götiska förbundet.	2
Svenska Astronomiska sällskapet	2
Jämtland-Härjedalens idrottsförbund	2
Hushållningssällskap	2
Furulunds socialdemokratiska ungdomsklubb.	2
Furulunds kooperativa handelsförening.	2
Enblomska hjälpfonden.	2
Statens centrala frökontrollanstalt	2
Allmänna arbetsgivareföreningen	2
Almby arbetares studiecirkelsbibliotek.	2
Svenska pappersbruksföreningen	2
Bränslekommissionen	2
Komintern.	2
Svenska kommunalarbetareförbundet	2
Protestant Episcopal Church in the U.S.A.	2
Augustana-synoden.	2
Allmänna Svenska Utsädesaktiebolaget	1
Stockholms stads och Pedagogiska institutionens försöksprojekt för Stockholms zigenarbefolknings rehabilitering	1
Hälsinglands idrottsförbund	1
Skånes idrottsförbund	1
Utställning 1897. Stockholm.	1
Nordiska parlamentariska kommittèn för friare samfärdsel m. m.	1
Televisionsutredningen	1
Kommittén för förberedande utredning av möjligheterna till nordisk patentgemenskap	1
1943 års rundradioutredning	1
Föreningen Finlandskrigare 1918	1
Statens undersöknings- och försöksanstalt för sötvattensfisket	1
Viborg (Ryssland).	1
Svenska arbetaremötet	1
Riksskogstaxeringsnämnden	1
Skogsvårdsstyrelsernas förbund.	1
Svenska nationalföreningen mot tuberkulos	1
Emanuels juniorförening. Göteborg.	1
Sveriges läkarförbund	1
Frisinnade landsföreningen	1
American Antiquarian Society.	1
Göteborgs kungl. vetenskaps- och vitterhets-samhälle	1
Göteborgs konsthantverkare	1
AB M. Færden	1
Kungl. Lantbruksakademien.	1
Linköpings stift Domkapitlet	1
Göteborgs museum	1
Ortnamnssällskapet i Uppsala	1
Svenska Psykiatriska Föreningen.	1
Föreningen för semitiska språk (Uppsala)	1
Svenska fornskriftsällskapet	1
Kongl. museum	1
Göteborgs konstmuseum	1
Öckerö idrottsförening	1
Hultafors sanatorium	1
Sveriges kristliga studentrörelse	1
Sveriges riksbank	1
Hvilans kontrollförening	1
Folkhögskolan Hvilan	1
Viksta sockenbibliotek (Viksta Uppland)	1
Vikmanshyttans lånbibliotek	1
Vikmanshytte bruk (Vikmanshyttan)	1
Vikmanshyttans A.B.F.-bibliotek	1
Konfektionsaktiebolaget Viking	1
Vikens idrottsklubb	1
Vikbolands sparbank	1
Goodtemplarorden (Vika Dalarna)	1
Vika folkbibliotek (Vika Dalarna)	1
Vaxholms roddförening	1
Vaxholms fästning	1
Svenska frisörföreningen	1
Föreningen Adertonhundranittioåtta års män	1
Föreningen Adertonhundranittiosex års män	1
Föreningen Adertonhundranittiofem års män	1
Föreningen Adertonhundranittiotre års män	1
Föreningen Adertonhundranittioett års män	1
Föreningen Adertonhundraåttioett års män	1
Jordbrukare-ungdomens förbund (Öxnevalla)	1
Överums kyrka	1
Kommunbiblioteket (Över-Selö)	1
Folkbiblioteket (Över-Selö)	1
Studiecirkelbiblioteket i Överlida	1
Goodtemplarorden (Överkalix)	1
Över-Grans boksamling	1
Öveds arbetarekommun	1
Östraby församlingsbibliotek	1
Äspinge föreningsbibliotek	1
Östra Vingåkers sockenbibliotek	1
Östra Vingåkers folkbibliotek	1
Östra Torps folkbibliotek	1
Östra Strö församlingsbibliotek	1
Östra Nylands folkhögskola	1
Östra Ljungby sockenbibliotek	1
Östra Klagstorps bibliotek	1
Östra härads missionsförening	1
Folkbiblioteket (Östra Grevie)	1
Östra Eneby missionsförsamling	1
Östra Eneby arbetareförening	1
Östra Nylands Landtbruksgille	1
Goodtemplarorden (Östhammar)	1
Östhammars stads folkbibliotek	1
Österåsens sanatorium	1
IFK Österåker	1
Österåkers församlingsbibliotek	1
Östervåla folkbibliotek	1
Östertälje kommunbibliotek	1
Östersunds-postens hjälpkomité	1
Östersundspolisens idrottsförening	1
Välgörenhetsföreningen Tomtarna (Östersund)	1
Odd-Fellow-orden (Östersund)	1
Magistraten (Östersund)	1
Östersunds läsesällskaps bibliotek	1
Östersunds gymnasii-förbund Lyran	1
Östersunds lasarett	1
Lantmännens centralförening i Östersund	1
Kungl. Norrlands artilleriregementes idrottsförening	1
K.F.U.M. (Östersund)	1
Jämtlands läns konstförenings museum (Östersund)	1
Kungl. Jämtlands fältjägarregementes manskapsbibliotek (Östersund)	1
Hyresgästföreningen (Östersund)	1
Godtemplarorden (Östersund)	1
Goodtemplarorden (Östersund)	1
Filadelfiaförsamlingen (Östersund)	1
Sällskapet Dundergubbarna (Östersund)	1
Östersunds distriktloges bibliotek	1
Baptistförsamlingen (Östersund)	1
Östersunds fastighetsägareförening	1
Barnkrubban Emanuel (Östersund)	1
Arbetareföreningens i Östersund bibliotek	1
Ekebyborna folkbibliotek (Österstad)	1
Österskärs villaägareförening	1
Österreichisches Reichsforstverein	1
Österplana församlings- och skolbibliotek	1
Öster-Lövsta friförsamling	1
Öster-Lövsta folkbibliotek	1
Österlövs socken-bibliotek	1
Svenska landsbygdens ungdomsförbund (Österlen)	1
Mjölkpropagandan (Östergötlands län)	1
Östergötlands länsförbund av Riksförbundet Landsbygdens folk	1
Östergötlands län.	1
Östergötlands läns hushållningssällskap	1
Östergötlands läns hushållnings-sällskap	1
Östergötlands dagblads personals sjuk- och begravningskassa	1
Östergötlands veterinärförening	1
Sveriges godtemplares ungdomsförbund (Östergötland)	1
Svenska lantarbetareförbundet (Östergötland)	1
Östergötlands sockerfabriks aktiebolag	1
Östergötlands skomakarmästares distriktsförening	1
Konstföreningen (Östergötland)	1
Östergötlands idrottsförbund	1
Goodtemplarorden (Östergötland)	1
Fruntimmersföreningen (Östergötland)	1
Östergötlands fotbollförbund	1
Östergötlands brandkårsförbund	1
Östergötlands boktryckareförening	1
Östergötlands bowlingförbund	1
Öster Färnebo folkbibliotek	1
Godtemplarorden (Österby)	1
Svenska lantbruksproducenternas förbund i Österbotten	1
Östanå handelsförening	1
Össjö skol- och sockenbibliotek	1
Goodtemplarorden (Örtofta)	1
Örtofta folk- och skolbibliotek	1
Örserums Kr. ungdomsförenings lånbibliotek	1
Östgöta-lantmännens centralförening	1
Svenska grov- och fabriksarbetareförbundet.	1
Odd Fellow orden (Örnsköldsvik)	1
K.F.U.M. (Örnsköldsvik)	1
Immanuelskyrkans ungdomsförening (Örnsköldsvik)	1
Idrottsföreningen Vingarna (Örnsköldsvik)	1
Örnsköldsviks församlings lärarebibliotek	1
Örnsköldsviks församlingsbibliotek	1
Friska viljor (Örnsköldsvik)	1
Örnsköldsviks brödraförsamling	1
Nya skofabriks-aktiebolaget Örnen	1
Logen 1870 Hoppet av Nationaltemplarorden (Örkelljunga)	1
Örkelljunga idrottsförening	1
Örja sockenbibliotek	1
Örebro läns sångarförbund	1
Örebro läns Socialdemoratiska kvinnodistrikt	1
Örebro läns moderata valkretsförbund	1
Örebro läns lasttrafikbilägareförening	1
Örebro läns hushållnings-sällskap	1
Goodtemplarorden (Örebro län)	1
Örebro distrikt av Sveriges godtemplares ungdomsförbund	1
Östgöta gille (Örebro)	1
Vasakyrkans ungdomsförening (Örebro)	1
A.-B (Örebro)	1
Örebro tobakshandlareförening	1
Tempel Riddare Orden (Örebro)	1
Örebro tekniska elementarskolas boksamling	1
Söndagsskolföreningens bibliotek (Örebro)	1
Sveriges godtemplares ungdomsförbund (Örebro)	1
Svenska murareförbundet.	1
Idrottsföreningen Start (Örebro)	1
Örebro stadsbibliotek	1
Skofabriksarbetarnas erkända sjukkassa (Örebro)	1
Sjuk- och begrafningshjälpkassan Brödrabandet (Örebro)	1
Segelsällskapet Hjälmaren	1
Örebro scoutkår	1
Round table nr 7 (Örebro)	1
Risbergska skolans elevbibliotek (Örebro)	1
Odd Fellow-orden (Örebro)	1
Nationaltemplarordens flickscoutkår (Örebro)	1
Nationalgodtemplar-orden (Örebro)	1
Örebro läns museum	1
Örebro läsesällskaps boksamling	1
Örebro kvartettsällskap	1
Örebro kristna ynglingaförenings bibliotek	1
K.F.U.M. :s.	1
Karolinska högre allm.läroverket.	1
IFK Örebro	1
Ingeniörsklubb (Örebro)	1
Högerns kvinnoförening (Örebro)	1
Apoteket Hjorten (Örebro)	1
Historiskt-topografiska utställningen från Örebro län	1
Föreningen för kvinnans politiska rösträtt (Örebro)	1
Frälsningsarméns scoutkår (Örebro)	1
Frälsningsarméns 1:sta kår (Örebro)	1
Frälsningsarmén (Örebro)	1
Juniorföreningen Friska krafter (Örebro)	1
Örebro folkskolors lärjungebibliotek	1
Folkets park (Örebro)	1
Filadelfiakyrkan (Örebro)	1
Örebro enskilda bank	1
Kvinnoföreningen Djurvännerna (Örebro)	1
Centralverkstadens sjukkassas och begravningskassas understödsförening (Örebro)	1
Örebro brödraförsamling	1
Biblioteksföreningen (Örebro)	1
Betlehemskyrkans junioravdelning (Örebro)	1
Betelkyrkans söndagsskolas bibliotek (Örebro)	1
Örebro Beklädnads- och manufakturhandlareförening	1
Arbetshusinrättningen (Örebro)	1
Arbetarnas gymnastikförening (Örebro)	1
A. B. F:s.	1
Örebro Arbetare-förenings boksamling	1
Örebro arbetarebibliotek	1
Örby fastighetsägareförening	1
Örs folkbibliotek	1
Svenska Ömsesidiga kreatursförsäkringsbolaget	1
Ömsesidiga kreatursförsäkringsbolaget	1
Ömsesidiga Försäkringsbolaget mot smittosamma kreaturssjukdomar	1
Ölands kretsförening	1
Goodtemplarorden (Öje kapell)	1
Öja folkbibliotek	1
Församlingsbiblioteket (Öggestorp)	1
Ödskölds kooperativa handelsförening	1
Filadelfiaförsamlingen (Öckerö)	1
A.-B. C.O. Öberg & Co	1
Ängelsbergs skolbibliotek	1
Ängelholms stadsbibliotek	1
Ängelholms skolbibliotek	1
Ängelholms kristliga ungdomsförenings bibliotek	1
Ängelholms kreditförening	1
Ängelholms idrottsförening	1
Ängelholms församlingsbibliotek	1
A.B.F:s bibliotek (Ängelholm)	1
Södra Älvsborgs handelsträdgårdsmästareförening	1
Älvsborgs läns sjukhuspersonals samorganisation	1
Älvsborgs läns läkareförening	1
Folkhögskolan (Älvsborgs län)	1
Älvsborgs norra socialdemokratiska kvinnodistrikt	1
Älvsborgs kustartillerikårs manskapskassas bibliotek	1
Älvsborgs fästning	1
Sockenbiblioteket (Älvsbacka Värmland)	1
Älvkarleby kraftverk	1
Älvkarleby folkbibliotek	1
Älvdalens sockenbibliotek	1
Älmhults läsklubb	1
Åtvidabergs kopparverk	1
Åtvidabergs idrottsförening	1
Åtvidabergs bruks-bibliotek	1
Arbetarnas bildningsförbunds manskör (Åtvidaberg)	1
Åtvids sockenbibliotek	1
Åsums socken-bibliotek	1
Missionsförsamling (Åsenhöga)	1
Åsenhöga kristliga undomsförening	1
Åsele idrottsklubb	1
Åsele folkbibliotek	1
Åseda scoutkår	1
Åse och Viste härads sparbank i Grästorp	1
Åsarp-Smula sockenbibliotek	1
Åsarnes församlingsbibliotek	1
Ås kommunbiblioteks boksamling	1
Goodtemplarorden (Ås)	1
Sparbank (Årsunda)	1
Årsunda idrottsförening	1
Årsunda församlingsbiblioteks boksamling	1
Årnäs bruks lånbibliotek	1
Åre folk- och skolbibliotek	1
Åre curlingklubb	1
Kommunbiblioteket (Årdala)	1
Socialdemokratiska vänsterdistriktets V.U. (Ångermanland)	1
Ångermanlands socialdemokratiska ungdomsdistrikt	1
Ångermanlands frikyrkliga ungdomsförbund	1
Järnvägsmännens helnykterhetsförbund.	1
A.B.F:s studiecirkelbibliotek n:r 436 (Ånge)	1
Ungdomsföreningen Hoppets härs bibliotek (Åmål)	1
De ungas förbund (Åmål)	1
Åmåls stadsbibliotek	1
Åmåls sparbank	1
Åmåls kyrkokör	1
Järnvägspersonalens lån- och läsbibliotek (Åmål)	1
Åmåls fackliga centralorganisation	1
Åmåls evangeliska lutherska missionsförening	1
Åmåls baptistförsamling	1
Vieille Montagnes arbetarebibliotek (Åmmeberg)	1
Åmmebergs arbetarkommun	1
Epworthföreningens lånebibliotek (Åltorp)	1
Folkhögskolans och lantmannaskolans bibliotek (Ålsta Medelpad)	1
Ålberga konsumtionsförening	1
Ålands köpmannaförening	1
Ålands hemslöjdsförening	1
Ålands fågelskyddsförening	1
Åls skolbibliotek	1
Åls kommunbibliotek	1
Åkerman, P. L. & Lund	1
Åkerby kommunbibliotek	1
Åkers folk- och skolbibliotek	1
Åkarps förenings- och skolbibliotek	1
Åhus sockens folkbibliotek	1
Åhus sockenbibliotek	1
Loss- och lastningsarbetarefackförening (Åhus)	1
Åhus konstförening	1
Åhus köpings kommun-bibliotek	1
Åhus församlingsbibliotek	1
Åhlén & Holm	1
Aktiebolaget Åhlén & Holm	1
Ådalarnas skogsägareförening	1
Metodistförsamling (Åby-Torsång)	1
Åby idrottsförening	1
Åby församlingsbibliotek	1
Åboland sång- och musikförbund	1
Åbolands skärgårdsförbund	1
Åbo vadd	1
Turun linnan ulkomuseo. Åbo slotts friluftsmuseum	1
Turun historiallinen yhdistys (Åbo)	1
Åbo turnförening	1
Svenska bildningens vänners stenografklubb (Åbo)	1
Stadsbibliotek (Åbo)	1
Åbo stadsbibliotek	1
Sparbanken i Åbo	1
Musices amantes (Åbo)	1
Föreningen Marthas Åbo filialförbunds svenska landsortsavdelnings vandringsbibliotek	1
J.I.F. Makkabé (Åbo)	1
Åbo konstmuseum	1
Konstföreningen i Åbo	1
Konstföreningen	1
Kommunala sjukhuset (Åbo)	1
Högre svenska lantbruksläroverket (Åbo)	1
Handelsgillet i Åbo	1
Åbo hamn	1
Åbo gymnasium	1
Gasverket (Åbo)	1
Gaslysnings-aktiebolaget i Åbo	1
Föreningen för sjuke arbetares sommarvila (Åbo)	1
Frivilliga brankåren (Åbo)	1
Finska evangeliska sällskapet (Åbo)	1
Åbo dövstumskola	1
Drätselkontoret (Åbo)	1
Åbo stads Drätselkommission	1
Åbo domkyrka	1
Djurskyddsföreningen i Åbo	1
Centralsjukhuset (Åbo)	1
Botanisk-zoologiska föreningen Primula vid Svenska klassiska lyceum i Åbo	1
Botanisk-zoologiska föreningen Primula vid Svenska klassiska lyceum (Åbo)	1
Borgaresocietetens i Åbo pensions- och understödsanstalt	1
Åbo biologiska museum	1
Bildningscirkeln (Åbo)	1
Åbo arbetare-olycksfallsförsäkringsbolag	1
Airisto segelsällskap (Åbo)	1
Bolaget Vieille Montagnes bibliotek (Zinkgruvan)	1
Zinkgruvans ungdomsförenings lånbibliotek	1
Äggförsäljningsföreningen Zeus	1
Ytterstfors lånebibliotek	1
Ytterlännäs kyrkliga ungdomskrets	1
Ytterhogdals församlingsbibliotek	1
Ytterharnäs studiecirkelbibliotek	1
Vattenverket (Ystad)	1
Ordenssällskapet T.N.J. (Ystad)	1
Ystads stadsbibliotek	1
Ystads spritförsäljnings-aktiebolags läsrum	1
Sparbanken (Ystad)	1
Odd Fellow-orden (Ystad)	1
Odd-Fellow-orden (Ystad)	1
Kulturmässa (Ystad)	1
IFK Ystad	1
Gråbröders- eller franciskanerklostret (Ystad)	1
Goodtemplarorden (Ystad)	1
Ystads fornminnesförening	1
Ystads folkskolas lånebibliotek	1
Ystads arbetares studiecirkelbibliotek	1
Ysane missionsförsamling	1
Svenska Yrkesutbildningsstyrelsen (i Finland)	1
Svenska Yrkesskolföreningen	1
Yngsjö frivilliga brandkår	1
Folkbiblioteket (Yngsjö)	1
Växjö stift	1
Växjö-Alfvestads järnvägsaktiebolag	1
Östers idrottsförening	1
Växjö åkericentral	1
Svenska postmannaförbundet.	1
Växjö stads sockenbibliotek	1
Vexiö länslasarett	1
Kronobergs läns lärarebibliotek (Växjö)	1
Växjö konstförening	1
Högre allmänna läroverket (Växjö)	1
Växjö högre allmänna läroverk	1
Hjelp-bemedlingen (Wexiö)	1
Godtemplarorden (Växjö)	1
Växjö stads församlingsbibliotek	1
Svenska frimurare orden (Växjö)	1
Folkskoleseminariet (Växjö)	1
Folkets park (Växjö)	1
Evangelisk-Lutherska missionsföreningens och ungdomsföreningens bibliotek (Växjö)	1
Segelsällskapet Vättern	1
Västra Vingåkers sockenboksamling	1
Goodtemplarorden (Västra Tunhem)	1
Västra Tunhems folkbibliotek	1
Västra Sönnarslövs kommunbibliotek	1
Västra Sveriges spannmålshandlareförening	1
Västra Sveriges järnhandlareförening	1
Västra Sveriges Blåbandsförbund	1
Västra Stenby sockenbibliotek	1
Västra Nöbbelövs folkbibliotek	1
Västra Kärrstorps folkbibliotek	1
Västra Karleby bibliotek	1
Goodtemplarorden (Västra Göinge)	1
Västra Broby kommunbibliotek	1
Sockenbiblioteket (Västra Alstad)	1
Västmanlands regementes knektelegomedelskassa	1
Västmanlands läns skogsägareförening	1
Kungl. maj:ts befallningshavande i Västmanlands län	1
Västmanlands läns J.U.F.	1
Västmanlands läns hästavelsförening	1
Blåbandsförbund (Västmanlands län)	1
Västmanlands läns Ansgariiförening	1
Västmanlands läns andelsslakteriförening	1
Västmanlands söndagsskolförening	1
Västmanlands sångarförbund	1
Svenska landsbygdens ungdomsförbund	1
Västmanlands socialdemokratiska ungdomsdistrikt	1
Västmanlands skytteförbund	1
Västmanlands landstormsförbund 1914-1924	1
Västmanlands idrottsförbund	1
Västmanland-Närkes fotbollförbund	1
Goodtemplarorden (Västland)	1
Västlands folkbibliotek	1
Nationaltemplarorden (Västgöthyttefors)	1
Västgöta-Dal-Bohus schackförbund	1
Västerås stifts frivilliga synodalorganisation	1
Västmanlands läns pedagogiska bibliotek (Västerås)	1
Ungdomsklubben Aros (Västerås)	1
Västerås tobakshandlareförening	1
Tekniska föreningen (Västerås)	1
Svenska musikerförbundet.	1
Svenska gjutareförbundets.	1
Svenska bryggeriindustriarbetarförbundet.	1
Studietemplet Syskonringens bibliotek (Västerås)	1
Västerås skomakarmästarförening	1
Westerås segelsällskap	1
Westerås segel-sällskap	1
Polisen (Västerås)	1
Västerås Missionskyrkas ungdomsförenings bibliotek	1
Missionskyrkans juniorförening (Västerås)	1
Västerås missionsförsamlings juniorförening	1
Riksförbundet Landsbygdens Folk (Västerås)	1
K.F.U.M. (Västerås)	1
Västerås konstförening	1
Riksförbundet landsbygdens folk (Västerås)	1
Konsistorium (Västerås)	1
Idrottsföreningen Kamraterna (Västerås)	1
I.F.Kamraterna (Västerås)	1
Högre allmänna läroverkets lärjungebibliotek (Västerås)	1
H.a.läroverket (Västerås)	1
Husmödrarnas semesterhem (Västerås)	1
Sällskapet Hjälpsamheten, Västerås-logen	1
Försvarsverkens civila personalsförbund (Västerås)	1
Frälsningsarméns hornmusikkår (Västerås)	1
Frälsningsarmén (Västerås)	1
Västerås fosterländska gymnasistförbunds bibliotek	1
Västerås fosterländska gymnasistförbund	1
Emaus verkstadsklubb (Västerås)	1
Brandkåren (Västerås)	1
Arosmässan 1919 (Västerås)	1
Arosgården (Västerås)	1
Västerås arbetareinstituts offentliga bibliotek	1
A.B.F:s.	1
Västerås arbetareförening	1
Vesterås arbetare-förening	1
Västervåla sockenbibliotek	1
Västervåla skolbibliotek	1
Västerviks stadsbibliotek	1
Västerviks motorbåtssällskap	1
Västerviks manskör	1
Västerviks kooperativa kvinnogille	1
