publication_place	Count
nyskoga	1
lübeck von joh nicol green e edl hochw raths buchdr	1
ala	1
anno m dc xxxi stettini rhetianis	1
halæ svevor	1
lundæ berlingianus	1
åbo i freckelska boktryckeriet	1
prien	1
east lansing	1
kaiserslautern	1
kiøbenhavn og bekostet andreas hartvig godische	1
havniæ augusti friderici steinii m dcc lxxvii	1
eichwalde	1
Pistoia	1
jafo	1
gryphiæ i h eckhardt reg acad typogr	1
hjörring	1
speterburg	1
modona	1
torun gdynia	1
aalen	1
nakskov	1
ärla	1
malmo	1
aboæ joh kæmpe reg acad typogr	1
stratford upon avon	1
aboæ joh kiæmpe r ac hyp	1
aboæ kiæmpe r ac typ	1
aboæ ioh kiämpe reg acad typogr	1
curacao	1
hambvrgi holmiæ apud gottfried liebezeit bibliopol hanoviæ aubryanis	1
marburgi cattorum	1
brunæ	1
flöha	1
contich	1
sthlm o	1
bale	1
strassborg	1
straatsburg	1
coimbra	1
yonkers ny	1
carolstadii anno mdcccxxxi litteris wallencronianis	1
Norwich CT	1
dundalk	1
újpest	1
le puy velay	1
kopenhague chez pierre steimann libraire grande place royale m dcc xcv	1
fürstenwalde	1
gryphiswaldiæ litteris f röse reg acad typogr	1
stoke on trent	1
neustadt	1
workum	1
aboæ r typ e flodström	1
leverkusen	1
upsaliæ edmannis	1
gotenburg	1
auf verlangen des herrn obrist göertz gedruckkt anno	1
visbuae	1
bognor regis	1
aix la chapelle	1
kaiserswerth	1
pozsony komárom	1
lvgdvni batavorvm apud andream cloucquium m dc xxxvii kolofon lugduni batavorum wilhelmi christiani m dc xxxvii	1
oklahoma	1
bloemendaal	1
winslöf	1
hafniæ ex typographeo regiæ universitatis apud h godiche per frid christian godische	1
kiøbenhavn tilkiöbs i bogladen no paa børsen	1
horn	1
neuwied am rhein	1
ames iowa	1
upsaliæ regiæ academiæ typographi mdcccxxv	1
florenz	1
tangeri	1
literis höjerianis	1
pisa presso molini landi e comp co' caratteri di didot mdcccxi	1
genuae	1
warzawa sthlm	1
halæ magdeburgicæ	1
altdorffii iod gvil kohlesii acad typogr r s mdccxviii	1
englewood cliffs nj	1
anno m d ccvii	1
serdicae	1
freiburg i br	1
monasterii	1
tondern	1
Exeter	1
könefos	1
lengerich iw	1
purmerend	1
bagnères de luchon	1
ystad österberg	1
kjôbenhavn	1
allinge	1
curityba	1
nagpur	1
hannoi	1
conimbricæ	1
kiøbenhavn christian frederik holm	1
efter original från linköping i norrköping	1
schnepfenthal im verlage buchhandlung erziehungstalt	1
triest	1
northfield	1
padua	1
cernauti	1
montpelier vt	1
uppsaliæ litteris viduæ joh edman	1
hameln	1
wissmar und straalsund im verlag samuel gottlieb lochmanns buchhändlers bey johann zander	1
münster westf	1
eutin hostein	1
st jean dacre	1
dallas texas	1
bâle	1
velké mezirící	1
pacov	1
l<U+02BE>viv	1
sulzbach	1
groitzsch	1
brandenburg	1
krakau	1
dunkerque	1
hoshiarpur	1
aschersleben	1
norwalk conn	1
sthlm åbo	1
chambéry	1
vadstena orto	1
tamrereella	1
åbo joh christopher frenckell	1
koskö	1
berolini apud ge reimerum mdcccxxv	1
åbo kongl boktryckaren i stor förstendömet finland jacob merckell	1
aboæ åbo typogr reg magn duc finland jacob merckell	1
aboæ officina frenckelliana	1
åbo k acad boktr c fenckells enka	1
åbo c frenckel	1
åbo directeuren kongl boktryckaren i stor forstendömet finland jacob merckell	1
åbo c frenckell kgl acad boktr	1
Bolton	1
reichenbach	1
segovia	1
torshavn	1
neustadt do	1
mayenne	1
upsaliæ apud vid b joh höjeri	1
upsaliæ palmblad sebell co	1
freiburg/br	1
mäyntz	1
zielenzig	1
gothenborg	1
czestochowa	1
bautzen	1
York PA	1
stokholme	1
venedig	1
valmiera cesis	1
hauniæ ex officina mölleri aulæ typographi prostat apud cl philibert mdcclxxvi	1
hauniæ köpenhamn	1
norman okl	1
upsaliæ â joh h wernero s æ r æ m tis acad typographo	1
upsaliæ ex officina h werner reg ac typ	1
upsaliæ per h werner reg typogr	1
glendale	1
iowa city iowa	1
upsaliæ apud johannem edman reg acad typogr	1
tilsit	1
aschaffenburg	1
feldkirch	1
hederslev	1
erfordiæ heringii acad typogr	1
nju jork	1
Trieste	1
mietau bey jacob friederich hinz	1
prag bey wolfgang gerle	1
stassfurt	1
schweinitz	1
strångsjö	1
strassfurt	1
stpetersburg	1
aschabad	1
skillingsfors	1
upsaliæ litteris joh fr edman reg acad typograph	1
strengnesiæ apud lect segerstedt	1
upsaliæ impress lit joh edman reg acad typogr	1
upsaliæ litteris johan fred edman reg acad typogr	1
upsaliæ joh edman acad typogr	1
upsaliæ litteris director johan edman	1
upsaliæ litteris typographum academiæ stenhammar palmblad	1
upsaliæ impress lit johann edman	1
upsaliæ literis johan edman dir typogr	1
kiöbenhafn	1
scansano	1
soerabaia	1
hafniæ aug frid steinii	1
asunción	1
génève	1
stockholmiæ s r m tz mandato gutterwitzianis publicata kolofon stockholmiæ anno redemptionis m dc ix	1
s pétersbourg	1
vittinge	1
carolsadii caroli diderici schmidt	1
blindern	1
südstapel	1
batvia	1
keyserianis	1
glostrup	1
aboæ impensis frenckellianis mdccxcii	1
särkisalmi	1
eisenach	1
öllösa	1
charleroi	1
jättendal	1
mulhouse	1
tegneby	1
weixö	1
upsaliæ ex officina wernerians	1
holmiæ exaravit h werner typogr regius	1
estocólmo	1
hauge	1
lundæ mdcccxix litteris berlingianis	1
upsaliæ joh edman reg acad typ	1
cherkov	1
stokkholm trykkte lars salvius år	1
upsaliæ apud johan edman reg acad typograph	1
upsaliæ l m höjer reg acad typog	1
strengnesiæ impress laur arv collin	1
covina	1
liptovsky	1
ad hrappsey magnúsi moberg	1
bandeng	1
danzic	1
kiöbenhavn matthias seest	1
sturkö	1
anundsjö	1
nürberg	1
kiøbenhavn bogtrycker peder horrebow	1
hafniæ sumtibus legati magnæani gyldendalii lipsiæ apud proftium commissis	1
daselbst ben johann franz struck königl preuß privil buchdrucker	1
esselte	1
upsaliæ laur magn höjer	1
göttingae	1
kiøbenhavn gabriel christian rothe	1
göteborgs	1
ringsten	1
jassi	1
genvalla	1
medellín	1
aboæ officina frenckelliana anno mdccxcix	1
pegau	1
tamsteld	1
kjøbenhavn forlagt bog og papiirhandler f h eibe louis klein	1
åboæ joh christoph frenckell	1
åbo k acad boktr c frenckells enka	1
fürth	1
damas	1
st petersb	1
wästerås johan laur horrn kongl gymn const boktryckare år	1
jersey city nj	1
bad ems	1
göteborg högskolan	1
austin	1
Alfend	1
würzburb	1
s gravenhaege	1
stöde	1
åbo gård sparreholm	1
högfors karkkila	1
akranes	1
gullaskruv	1
gellivare	1
göteborg wahlströmska tryckeriet	1
syon abbey	1
woodlake wis freya wis	1
bonnae ad rhenum	1
stokchol'm"	1
savona	1
kolmården	1
dehli	1
ramnäs	1
léopol	1
finspong svenska turbinfabriks ab ljungström	1
rämmen	1
morgårdshammar	1
sthlm tiden	1
stockhol	1
københvan	1
ravenburg	1
erphordiæ	1
glencoe ill	1
upsaliæ regiæ akadeniæ typographi	1
caldwell idaho	1
aux dépens de lauteur sa	1
württemberg	1
tobolsk	1
mdccxxi	1
nevers	1
la haye chez adrien moetjens m dcc xxx	1
tourcoing	1
la haye chez p f gosse libraire imprimeur de la cour m dcc lxxxix	1
stockel	1
lipsiæ ex officina langenhemiana	1
berkeley los angeles	1
foix	1
hamm	1
hof	1
zuthpen	1
prostejove	1
kuala lumpur	1
witten ruhr	1
iasi	1
neukölln	1
beyrouth	1
Newark NJ	1
firenza	1
pougkeepsie	1
poughkeepsie	1
douala cameroun	1
nogent le rotron	1
gothemburg	1
la haye chez henry scheurleer m d cc xi	1
namur	1
oisterwyk	1
lipsiæ apud siegfried lebrecht crvsivm mdcclxxxiii	1
charlestown	1
sthlm göteborg	1
soest	1
erikstad	1
utg av sveriges arbetares centralorganisation	1
borås i frumerieska boktryckeriet	1
kreuznach	1
malmö allhem	1
å bo	1
freiburg im bresgau	1
freiburg sachsen	1
isleworth	1
hauniæ aulæ regiæ typographi n mölleri filii	1
nissae	1
aboæ reg acad typog joh c frenckell	1
albuquerque	1
nürnberg im verlag grattenauerischen buchhandlung	1
norcopia	1
genève chez barde manget compagnie imprimeurs libraires m dcc lxxxvii	1
zürich bey orell gessner füsslin und kompagnie	1
qvedlinburg	1
svichtov	1
holmiæ p norstedt filii	1
sint truiden	1
prage	1
asmara b misyon svédésé	1
lissa ip	1
nanceii	1
senlis	1
sanseverino	1
lundæ mdcccx litteris berlingianis	1
praha karlín	1
colombia sc	1
feanwalden	1
Newcastle	1
spokane wash	1
lousanne	1
aboæ frenckellianis mdccxcvi	1
novara	1
hudigsvaldiae	1
hfoelsingfors	1
lundæ mdcccxii litteris berlingianis	1
ringkjöbing	1
sthlm lpz	1
montereau	1
new castle on tyne	1
brest	1
venegono varese	1
bologne	1
aureliae allobrogum	1
sidcup	1
au mans	1
chartres	1
rodez	1
lons le saunier	1
nyborg	1
coruna	1
köla	1
maimi	1
oldenburg i gr	1
thisted	1
rinteln d weser	1
hall sachsen	1
noumea new caledonia	1
gryphisuualdiæ per augustinum ferberum kolofon gryphisvvaldiæ augustini ferberi anno	1
dakar	1
venetiis m dcc ex typographia andreæ poleti superiorum permissu	1
tivoli	1
raleigh	1
veracruz mexico	1
upsaliæ regiæ academiæ typographi mdcccl	1
kalikata	1
turnholti	1
fyen	1
göttingen vandenhoeck ruprecht	1
köpnehamn	1
gandavi	1
bergå	1
hässleholm hässleholm hässleholm	1
oklahoma city	1
fürstenwalde spree	1
königstein im taunus	1
philippopel	1
göteborg torsten hedlunds förlag göteborg göteborgs handelstidnings aktiebolags tryckeri	1
lecuwarden	1
siljansnäs	1
haapsalu	1
hyllinge grufa	1
condé sur noireau	1
hammerfest	1
miskolc	1
meiningen	1
aboæ joh kiæmpe reg ac typ	1
lugduni batavorum apud conradum wishoff	1
eisenach meinshausen	1
warnsdorf	1
hernaesandiae	1
raahessa	1
eugene oreg	1
mor ostrava	1
palma	1
melun	1
Orivesi	1
holmiæ prælo reusneriano anno m dc xx	1
treviso	1
åbo åbo	1
upsaliæ regiæ acad typographi	1
naestved	1
amstelædami apud henricum theodorum boom mdclxxviii	1
gemla gransholm	1
leodii apud henricum edelmannum annp m d c xxx ix	1
ligugé	1
cordoba	1
quito	1
lkpg	1
novonikolaevsk	1
pyrmont	1
münchen leippzig	1
upsaliæ litteris joh edman reg acad typrogr	1
sorö	1
vieden	1
pskov	1
upsaliæ laur m höjer reg acad typogr	1
zabern	1
karlsberg	1
krotona	1
berkley	1
poschiavo	1
kbhvn og kra	1
sthlm tr kongl	1
brännkyrka sthlm	1
Margate	1
västervi	1
toronto ont	1
borna lpz	1
zug	1
olomouc	1
oerebro	1
aboæ johannes chritophorus frenckell	1
aboæ impress typographia ad regiam academiam	1
nujorkà londona	1
campobasso	1
ajmer	1
malmö sthlm khvn	1
jyvaskyla	1
græcii hæredum widmanstadii	1
misr kairo	1
stralsundt von augustino ferbern vnd verlegt im jahr christi	1
brandenburg bey lebrecht fromm jm jahr	1
nycopiae	1
norrcopiae	1
meaux	1
cimrishamn	1
nürnberg bei joh leonhard schrag	1
sundsvalliæ	1
lundæ mdcccx literis berlingianis	1
lundini gothorum literis haberegerianis	1
landsberg w	1
dufbo	1
jaroslav	1
wild potsdam	1
lundæ haberegianis	1
wästerås johan laur horrn	1
arosiæ impensis pet kraft mdcccii	1
hernösand sthlm	1
kirvus	1
upsaliæ impressæ literis höjerianis	1
Livorno	1
sthlm tr aftonbladet	1
aboæ imressit joh christoph frenckell	1
bochum	1
chudleigh	1
coburg	1
rovigo	1
stuttgardt auf kosten des authoris	1
lemberg	1
amaliæ åmål	1
montecassino	1
alessandria	1
neues	1
rocca s casciano	1
upsaliæ per officinam wernerianam	1
upsaliæ per johannem h werner reg acad typogr	1
kjöpenhavn	1
auf kosten des auctoris zu finden bey jacob lœfflern königl universitæt buchhändler bey hieronymus johann struck univers buchdr	1
gottingæ apvd abram vandenhoeck acad typogr	1
ljubljani	1
toledo o	1
auburn maine	1
kiøbenhavn forlagt johan frederik schultz universitetets bogtrykker	1
beirout	1
genf	1
tucson	1
kopenhagen im jahr mdccxv	1
juneau	1
grennæ	1
kiöbenhavn andreas hartvig godiche	1
leipz	1
saint etienne	1
mannheim käfertal	1
vratislaviae	1
mexico df	1
bar le duc	1
athens georgia	1
lundæ carolus fr berling universitatis typographus mdcccxxxv	1
aboæ ex officina typographica frenckelliana	1
gryphisvaldiae sumtu ernesti mauritii mdcccxxxvi	1
wiestaden	1
lundæ carolus fr berling universitatis typographus mdcccxxxvi	1
lundæ carolus fr berling universitatis typographus mdcccxli	1
jm jahr	1
upsaliæ regiae academiae typograph	1
brugge dienende liefde	1
lundæ carolus fr berling universitatis typographus mdcccxxxix	1
visby visby visby visby gotlandsinfanteristernas kamratförening	1
lipsiæ apud jo frider gleditsch anno m dc xc	1
holmiæ reg privilegiatis burchardinis fact joh jacobi genathi	1
wästerås euchario lauringer åhr	1
götheborg hoos tideman grefwe åhr	1
wästeråhs boëtio hagen c booktr åhr	1
sumptibus henrici keysers holmiæ an m dc lii	1
u o o tr	1
usaliæ	1
udi malmoe vitus haberegger gouvernam bogtr	1
malmö åhr	1
nedtill i h hörnet av tab clavis authorum holmiæ	1
holmiæ apud nicolaum wankijf reg typographum anno m dc lxxii	1
u o tr å göteborg	1
sumtibus henrici keysers holmiæ an christi m dc lxxxx	1
sumtibus henrici keysers holmiæ an christi m cd lxxvii	1
giötebårg	1
aboæ á petro hansonio	1
wästeråhs boetio hagen cons booktr anno	1
upsaliæ wallianis anno m dc xxxviii	1
upsaliæ wallianis anno m dc xxviii	1
upsaliæ wallianis anno m dc xxvii	1
åbo johan winter kongl b åhr	1
aboæ fennorum	1
arhusiæq	1
vplagd bekostat claes depken borghare wästeråhrs i wästeråhrs oluff oluffszon anno	1
upsaliæ cvm regio privilegio henricus curio s r m acad vpsaliensis bibliopola an m dc lxvii	1
stregnesiæ impensis zach brockenii anno m dc lii	1
åhr u o tr å	1
u o tr å bl	1
stockho m	1
upsalæ henricus curio anno m dc lxxxi	1
upsaliæ jmprimebat eschillus matthiæ an m dc l	1
stockholmiæ nicolai wankif regij typogr anno salutis m dc lxxi	1
ubsaliæ eschillus matthiæ anno m dc xxvii	1
holmiæ christophorus reusnerus anno m dc xi	1
aboæ â johanne l wallio regiæ univ ibid typogr	1
götheborg amund nilßon grefwe bekostnat anno	1
upsalæ henricus curio s r m academiæ vpsal bibliopole m dc lxxxx	1
holmiæ ignati meureri m dc lxii	1
upsalæ henricus keyser s r m tis academiae typographus	1
linköping hoos danjel kämpe åhr	1
åbo dagen förr nyåhret som ingår m dc lxiii petro hansonio academiæ typogr	1
upsaliæ henricus keyser s r m acad typographus anno	1
upsaliæ johannes pauli typographus vpsaliensis anno m dc lv	1
stettini	1
upsaliæ eschillus matthiæ m dc xxxii	1
lincopiæ ex officina danielis kempe anno	1
holmiæ svecorum nicolai vankivii typogr regii mdclxxii	1
linköpingh daniel kämpe åhr	1
upsaliæ eschillus matthiæ anno m dc xxii	1
wittenbergæ	1
heylbrunn	1
heylbronn bey christoff krausen mense april	1
götheborg jöns rahm anno finnes hoos honom till kiöps	1
aboæ â petro hansonio acad typ anno	1
à johanne laurentii wallio acad typogr anno o r m dc lxxxviii aboæ	1
aboæ â petro hansonio acad typ anno khrisogonias	1
aboæ â petro hansonio acad typ anno m dc lxxiii	1
u o tr krakau	1
holmiæ nicolaus wankijf reg typogr anno	1
ab olao olaj anno	1
holmiæ petri à selov	1
holmiæ sumptibus henrici keysers typogr reg anno	1
malmogiæ viti haberegger gn gv typogr	1
ulmæ	1
götheborgh på translat amund nilßon grefwe åhr	1
amundi grefwe	1
hoos niclas wankijff kongl booktr åhr mdclxxxi	1
ab henrico keyser upsaliæ anno christi m dc xcii	1
lincopiæ daniel kempe anno m dc lxix	1
bl bb holmiæ	1
arosiæ boëthius hagen anno	1
arosiæ impensis m erici holstenij ejusdem rectoris ab olao olai hels typographo aros anno m dcxxii	1
ubsaliæ apud eschillum matthiæ	1
utgivningsort okänd #b utgivare okänd	1
ubsaliæ eschilli matthiæ academiæ typographi impensis gregorii siverti bibliopolæ ubs m dc xxvii	1
aboæ petrus hansonius acad t	1
aboæ excuse â johanne winter anno	1
stocholmiæ ex molybdographiâ guttervicianâ anno m dc x	1
holmiæ nicolai wankifvii reg typogr	1
aboæ depicta â iohanne winter anno	1
arosiæ boëtius hagen anno	1
holmiæ nicolaus wankiif reg typogr	1
upsaliæ henricus curio sr m acad vps bibliopola mdclxvi	1
holmiæ impensis henrici keyser s r m tis typographi mdclxxx	1
upsaliæ cvm regio privilegio henricus curio s r m academiæ upsaliensis bibliopola	1
norimbergæ ex officina endteriana c mdclxix	1
eleuteropoli eg freistadt	1
jenæ impensis johannis bielkii bibliop jen m dc xc	1
jenæ impensis johannis bielkii bibliop jen johannis nisi mdc lxxiix	1
upsaliæ henricus curio s r m acad upsaliensis bibliopola mdclxv	1
upsaliæ impensis johannis pauli academiæ typog anno mdclvii	1
ubsaliæ johannes pauli academiæ typographus anno m dc liii	1
holmiæ impensis nicolai wankif reg majest typographi anno m dc lxxv	1
upsaliæ cvm regio privilegio henricus curio mcdlxiv	1
ubsaliæ johannes janssonius regius typographus anno mdcliv	1
holmiæ henricus keyser m dc lxxviii	1
holmiæ svecorvm ex officinâ johannis janssonii regii typographi anno m dc lvi	1
holmiæ nicolaus wankiif reg typog anno m dc lxxviii	1
calmar christoff günther	1
holmiæ chr reusnerus senior anno	1
jenæ christophori lippoldi anno m dc x	1
upsalæ henricus curio	1
wästeråhs hoos boëtium hagen cons booktr	1
boetio hagen cons gymn booktr	1
boëtio hagen anno	1
refwell adolph simon gymn bookd anno	1
westerås anno eucharius lauringern capitels	1
westerås oluff olssson sic! h	1
westerås capitels oloff oloffson	1
westerås oluff oluffson a	1
westerås anno euchario lauringern capitels	1
wästerås anno d peder erickzson wald capitels	1
wästerås d peder erickzson wald capitels	1
holmiæ ignatius mevrer anno	1
stokholmiæ anundianis anno domini	1
arosiæ vesmannorum	1
aros	1
westerås peder erickzson wald capitels åhr	1
cura sumptibus studiosorum respondentium partim holmiæ partim vbsaliæ mandati per eschillum matthiæ typographum academiæ	1
stockholmiæ eschillus matthiæ anno m dc xiii	1
stockholmiæ eschillvs matthiæ anno m dc xiii	1
stockholmiæ christoph reusnerus sa	1
ubsaliæ impensis johanni pauli academiæ typogrphi anno	1
ubsaliæ excubat johannes pauli acad typog anno	1
upsalæ impensis authoris anno m dc xcviii	1
daselbst durch chr reusner den eltern anno m dc xxxi	1
daselbst durch chr reusner	1
gissæ hessorum petrus lucius m dc xx	1
strengnäs olof olofzosn enæo åhr	1
upsaliæ eschilli matthiæ anno	1
strengnäs zacharia brockenio typogr cap anno	1
wästeråhs boëthio hagen cons gymn booktr anno	1
niclas wankijff kongl booktryck åhr	1
holmiæ nicolaus wankivius typ reg an prostant hujus catalogi exemplaria bibliopolio gothofredi liebezeit	1
lundini gothorum	1
westeråhrs	1
upsaliæ eschillus matthiæ anno m dc xxiii	1
stregnesiæ impress joannes rönberg	1
strengnäs zach brockenio åhr finnes hoos honom til kiöps	1
upsaliæ cum regio privilegio henricus curio s r m acad vpsal bibliop m dc lxix	1
vpsaliæ ex officina danielis van mylen anno m dc lxxviii	1
ståkkholm johann eberdt åhr	1
à franckfourt chez frideric knoch m dc lxxxix	1
hardervici	1
upsaliæ anno m dc lxxvii	1
nüremberg	1
nürnberg verlegung christoph riegels mit knorzischen schrifften an m dc xcvii	1
norimbergæ sumtibus christophori riegelii literis knorzianis anno m dc xcvi	1
ultrajecti apud johannem ribbium m dc lxxxvi	1
åbo johann carlson winter åhr	1
witebergæ	1
vbsala eskel matzon	1
u o tr linköping	1
ubsaliæ eschillus matthiæ m dc xxxii	1
vpsaliæ henricus curio s r m accad vpsal bibliop	1
aboæ apud johannem winter typogr reg mag duc finl anno	1
linköping hoos daniel kämpe åhr authoris bekåstn	1
arosiæ euchar lauring anno m dc liii	1
upsaliæ eschillus matthiæ anno m dc xxiv	1
cum sacræ r m gratia privilegio holmiæ ignatius meurer c	1
holmiæ joh eberdt anno m dc lxxxvi	1
lipsiæ impensis viduæ gothofredi schultzen bibliopolæ hamburgensis christianus goezius m dc xciii	1
upsaliæ cvm regio privilegio henricus curio s r m acad vpsaliensis bibliopola mdclxvii	1
vpsaliæ cvm regio privilegio apud henricum curio s r m acad ups acad bibliopolam m dc lxiii	1
upsaliæ cvm regio privilegio henricus curio s r m acad vpsaliensis bibliop	1
holmii anno m dc xv	1
holmiæ reusnerianis regij typographi impensis henrici dieners bibliopolæ anno m dc xv	1
holmii anno m dc xvi	1
wästerås oloff oloffson åhr	1
lincopiæ christopherus güntherus anno m dc xl	1
lipsiæ anno domini m dc xx kolofon lipsiæ ex officina bavarica sumptibus authoris	1
linköping hoos christopher günther åhr	1
amstelædami gerardus borstius mdcxci	1
stokholmiæ gvttervitzianis anmno salvtis	1
æschillus matthiæ acad typog	1
strengnäs paulinianis olof olofzson enaeo anno christi m dc xxiix	1
ubsaliæ eschillus matthiæ acad typogr anno m dc xliii	1
ubsaliæ eschillus matthiæ a	1
strengnesi paulinianis johan barkenius mdxxx	1
stockholmiæ meurerianis anno m dc xlviii	1
upsaliæ m dc xcix henricus keyser junior	1
zach asp capit bookt	1
åhr den junij zacharia asp capitels booktryckiare ibid	1
stocholmiæ johann georg eberdt anno christi	1
holmiæ ignatij meureri	1
upsaliæ cvm regio privilegio henricus curio s r m ups acad bibliopola anno m dc lxiii	1
regia holmia	1
holmiæ sveonum anno schroderus	1
holmiæ heinrici kaysers anno	1
holmiæ sveonum ab henrico keyser typog reg anno	1
regià holmia schröderianis anno	1
stockholmiæ heinricus kayser typogr regius anno	1
holmiæ ignatii meureri anno m dc xxxvii	1
holmiæ sueonum anno heinricus käyser	1
holmiæ sveonum anno m dc xxxvii schroderus	1
stockholmiæ heinricus kayser typogr reg anno	1
holmiæ sveonum heinrici kaysers anno	1
holmiæ m schroderianis anno	1
holmiæ sculpsit heinricus kayser typog regius	1
holmiæ sveonum sculpebat heinricus kayser typographus regius anno pridie ascensionis domini	1
holmiæ sveonum heinricus käyser typ regius anno gvstavvs adolphvs magnvs rex liberator	1
holmiæ eucharii lauringer anno	1
holmiæ sveonum ignatius mevrerus aug an	1
holmiæ ab euchario lauringero anno m dc xxx vi	1
holmiæ heinrici keysers typographi regij	1
holmiæ ex officinâ heinrici cæsaris i calend januarij anno	1
holmiæ heinricus cæsar	1
stockholmiæ heinricus käyser m dc xxxv	1
holmiæ heinricus cæsar typogr regius anno	1
holmiæ heinricus kayser nov	1
stockholmiæ suburbio australi heinricus cæsar jul m dc xxv	1
holmiæ heinrici keysers	1
vpsal bey eschil matzson anno	1
kolofon holmiæ suburbio boreali henricvs cæsar anno m dc xxxiv	1
holmiæ suburbio australi petrvs vanselaw	1
stockholmiæ chr reusnerus senior anno	1
stockholmiæ prælo reusneriano jan anno	1
regiâ holmiâ heinricus käyser maij	1
upsaliæ eschillus matthiæ typog acad	1
holmiæ meurerianis m dc xxxii	1
holmiæ meurerianis m dc xxxi	1
holmiæ christopherus reusnerus senior anno m dc xxx julij	1
prælo reusneriano	1
ubsaliæ eschillus matthiæ m dc xxx	1
holmiæ reusnerianis septemb	1
holmiæ christoph reusner senior d augusti	1
holmiæ christ reusnerus senior	1
calmariæ christophorus güntherus d aug	1
calmariæ christophori gûntheri d julij	1
calmariæ christophori gûntheri anno d julij	1
regiomonti borussiæ laurentii segebadii	1
regiomonti borussiæ laurentij segebadij anno m dc xxix d iunij	1
upsaliæ cum regio privilegio henricus curio m dc lxviii	1
holmiæ ex officina ianssoniana m d c li	1
holmiæ henricus käyser anno	1
kiloni joachimi reumanni acad typogr anno	1
arosiæ consistorij a	1
götheborg vplagde larß lönbohm på dhes bekostnad åhr	1
holmiæ ex officina johannis janssonii regii typographi anno m d c liv	1
stocholmiæ prælo molybdographico ignatii meureri anno m dc vxx	1
linköping hoos christopher günter åhr	1
stetin	1
strengnesiæ impress joannes rönberg	1
holmiæ impensis johannis beuns bibliopolæ m dc lxxix	1
holmiæ svecorum exscripsit christophorus reusnerus typographus regius m dc xvii	1
wästeråhs boëtio hagen c booktr anno m dc lxxiii	1
cracoviæ officina typographica lazari anno domini	1
lvndini scanorum literis viti haberegger gouvern acad carol typographi	1
stocholmiæ reusnerianis anno m d c xxvii	1
wißmar bey jochim georg rheten im jahr	1
linköping hoos christopher günter anno m dc xlii	1
linköping hoos christopher günter anno m dc l	1
linköping hoos christopher günter anno m dc xli	1
wästeråhs hoos boëthium hagen anno	1
franckofurti	1
æs gravenhage	1
stocholme chez henry kayser mdcli	1
strengnäs zacharias asp capit booktryckiare åhr	1
aboæ excusæ â petro hansonio t	1
stergnäs	1
holmiæ calculis reusnerianis anno m dc xi	1
agnifitiæ ex molybdographia gvtterviciana anno m dc ix	1
holmiæ suecorum christopheri revsneri regii typographi anno salutiseri partus m dc xvi	1
holmiæ ex calchographiâ christopheri reusneri anno m dc xi	1
holmiæ revsnerianis anno m dc xii	1
holmiæ ex calchographia gutterviciana anno m dc ix	1
dantisci ex molybdographia viduæ guillemothanæ anno mdiix	1
sumtu joh casp meyeri bibliop lips m dc lxxxv	1
stockholmiæ ex typographia viduæ gutterwicianæ anno m dc xi	1
holmiæ ex calchographiâ guttervicianâ anno salutis mdcx	1
på nytt westerårs oluff olson hel	1
dörpt liefflandt bey und verlegung jacob beckern im jahr	1
dörpath liefflandt durch vnd verlegung jacob beckern	1
strengnesiæ consistorii operâ zachariæ brockenii	1
strengnääs	1
strengnesiæ apud zachariam brockenium anno	1
holmiæ mdciic ex officinæ burchardiana	1
lvgd bat ex officina guilielmi christiani m d cl	1
strengnesiæ capituli zackarias brockenius anno mdcxlvi	1
holmiæ anno m dc lxi	1
strengnesiæ zacharias brockenius anno	1
holmiæ ignatius meurerus anno	1
strengnesiæ impensis capituli zacharias brockenius anno mdcxliv	1
strengnäs zacharia brockenio capittletz booktrckiare	1
strengnesiæ anno	1
hoos henrich keyser åhr	1
aboæ â johanne laurentii wallio a	1
holmiæ ab joh georg eberdt anno m dc lxxxix	1
på wijsinzgborg hans höggrefl nåd booktr johann kankel åhr m dc l xxiv	1
stockholmiæ christoph reusnerus anno m dc xv	1
götheborg jöns rahm åhr	1
lvgd batavorvm apud elzevirios anno	1
lugd b	1
lvgd batavorvm ex officina adriani wijngaerdem	1
lugduni batavorum apud adrianum wyngaerde franciscum moiardum m d c xlv	1
upsaliæ æschillus matthiæ acad typog anno christi m dc xxxvii	1
upsaliæ eschillus matthiæ acad typog anno m dc xxiv	1
upsaliæ æschillus matthiæ academ typogr anno m dc xxii	1
eschillus matthiæ	1
götheborg hoos amund grefwe anno ther til kiöps finnas	1
på sista sidan lubecæ	1
lybec	1
upsaliæ anno domini m dc lviii johanne pauli academiæ typographo	1
upsaliæ henricus keyser s r m acad typogr anno m dclxxxvii	1
holmiæ svecorvm	1
holmiæ sumtibus henrici keyser anno	1
stockholmiæ sumptibus henrici keyser anno	1
wittebergæ impensis johannis helvvigij bibliop johannis röhneri	1
upsaliæ eschillus matthiæ sa	1
holmiæ sumptibus henrici keysers anno	1
upsaliæ henricus curio s r m acad vpsaliensis bibliop	1
holmiæ sumptibus henrici keysers anno m dc li	1
holmiæ prostant bruxellis	1
holmiæ ex officinâ joannis janssonii anno m d cl	1
vpsaliæ sumtibus henrici cvrionis bibliopolæ typogr acad vpsaliensis excudebantur	1
holmiæ ex officinâ johannis janssonii regii typographi	1
impensis authoris upsaliæ æschill m anno m dc xxxix	1
ubsaliæ eschilli mattiæ anno m dc xxviii	1
upsaliæ eschilli matthiæ anno m dc xxviii	1
