author_name	author_birth	author_death	Count
Tammelinus, Matthias Isaci	1722	NA	 1
Sörensen, Jacobus Nicolai	1600	NA	 1
Sylvius, Nicolaus Johannis	1651	NA	 1
Sylvius, Georgius Canuti	1666	NA	 1
Sylva Y Sousa, Antonio Da	1600	NA	 1
Swart, Sveno Jacobi	1600	NA	 1
Svanehielm, Johan	1689	NA	 1
Sunthius, Gustavus Erici	1651	NA	 1
Sundius, Abraham L	1600	NA	 1
Sunder, Hendrich Friedrich Von	1600	NA	 1
Sundelius, Andreas	1600	NA	 1
Severus, Sulpicius	NA	NA	 1
Ståhlfoot, Andreas Benedicti	1676	NA	 1
Styla, Adam	1600	NA	 1
Stiernborg, Erik	1700	NA	 1
Stephani, Laurentius	1600	NA	 1
Stenius, Hemmingius Laurentii	1600	NA	 1
Steen, Magnus Magni	1697	NA	 1
Starinius, Benedictus Magni	1667	NA	 1
Starchelius, Petrus Birgeri	1713	NA	 1
Stamm, Johan Wilhelm	1600	NA	 1
Staffander, Johannes Stephani	1600	NA	 1
Stachaeus, Olaus Zachariae	1680	NA	 1
Stachaeus, Laurentius Zachariae	1696	NA	 1
Spormand, Albertus	1600	NA	 1
Spinckius, Jonas Pauli	1600	NA	 1
Sparrman, Nicolaus Erici	1684	NA	 1
Solbergh, Laurentius Petri	1600	NA	 1
Smetander, Ingemarus Petri	1678	NA	 1
Slettherus, Simon Haquini	1694	NA	 1
Skytte, Håkan	1650	NA	 1
Barletius, Marinus	NA	NA	 1
Sinius, Laurentius Erici	1600	NA	 1
Silnecker, Olaus	1692	NA	 1
Silenus, Johannes Canuti	1600	NA	 1
Siegroth, Hans Fredrik Von	1702	NA	 1
Serlachius, Johannes Johannis	1729	NA	 1
Sellius, Joachimus	1691	NA	 1
Seiler, Joachim	1617	NA	 1
Schütz, Johannes Johannis	1600	NA	 1
Schütz, Andreas Georg	1718	NA	 1
Schroderus, Abrahamus Johannis	1647	NA	 1
Schrebergius, Benedictus Jonae	1600	NA	 1
Schouten, Jobst	1600	NA	 1
Schomerus, Ericus Andreæ	1654	NA	 1
Schmaltzius, Petrus Abelis	1600	NA	 1
Schildt, Georg	1704	NA	 1
Scherdinger, Andreas	1600	NA	 1
Schenberg, Johannes Petri	1730	NA	 1
Scharff Scharfius, Johann	NA	1600	 1
Schaefer, Johannes Henrici	1682	NA	 1
Scarinius, Laurentius Amberni	1600	NA	 1
Scalin, Ericus Laurentii	1600	NA	 1
Sandman, Johannes æstani	1600	NA	 1
Samson V Samson-himmelstierna, Hermann	NA	1643	 1
Salmenius, Johannes Gregorii	1683	NA	 1
Salenius, Ericus Matthiæ	1600	NA	 1
Sahlmonius, Isacus Petri	1694	NA	 1
Sagittarius, Johannes Christfried	1722	NA	 1
Röchman, Johannes Matthiae	1679	NA	 1
Rålamb, Anders Brodersson	1643	NA	 1
Ryttanus, Ericus Thomae	1600	NA	 1
Ryander, Jonas Gothonis	1600	NA	 1
Ruvius, Georgius	NA	NA	 1
Ruth, Abraham	1693	NA	 1
Rutenfelt, Johannes	1650	NA	 1
Rundelius, Andreas Andreae	1670	NA	 1
Ruberus, Carolus Jonae	1600	NA	 1
Rothovius, Benedictus Petri	1600	NA	 1
Rosinus, Sveno Svenonis	1600	NA	 1
Rosinus, Richardus Richardi	1676	NA	 1
Rolott, Johan	1688	NA	 1
Rivelius, Laurentius L	1600	NA	 1
Ringius, Magnus Nicolai	1600	NA	 1
Rimbert	 888	NA	 1
Riaelius, Andreas Petri	1679	NA	 1
Rhezelius, Petrus Haquini	1600	NA	 1
Rhan, Casparus	1600	NA	 1
Ravn Rafn, Corvinus	NA	1625	 1
Rauthelius, Johannes Danielis	1704	NA	 1
Rajalenius, Barthollus	1703	NA	 1
Rahtken, Albertus	1600	NA	 1
Ragvaldi, Nicolaus	1448	NA	 1
Raam, Peder Nilsson	1600	NA	 1
Purmerus, Johannes Johannis	1600	NA	 1
Prytz, Petrus Andreae	1668	NA	 1
Printzius, Ambernus Haquini	1600	NA	 1
Praestorphius, Andreas Theodori	1600	NA	 1
Pozzo, Jacopo Dal	1600	NA	 1
Portulinus, Carolus Erici	1656	NA	 1
Porthanus, Michael Gustavi	1600	NA	 1
Porat, Didrik Von	1703	NA	 1
Podolinus, Johannes Olai	1640	NA	 1
Planck, Jonas Olai	1682	NA	 1
Petri, Petrus	1661	NA	 1
Petri, Nicolaus	1600	NA	 1
Nericius, Jonas	1611	NA	 1
Petri, Johannes	1600	NA	 1
Petrejus, Gutmundus	1619	NA	 1
Petre, Alexander Sanderi	1673	NA	 1
Petrander, Petrus Petri	1600	NA	 1
Petræus, Ericus Erici	1685	NA	 1
Paulinus, Josephus	1600	NA	 1
Palumbus, Samuel Nicolai	1654	NA	 1
Palma, Ambrosius E	1600	NA	 1
Palm, Anundus Nicolai	NA	1655	 1
Pacianus, Fulvius	1600	NA	 1
Pacchalenius, Thomas Michaelis	1679	NA	 1
Pacchalenius, Benjamin Andreæ	1707	NA	 1
Osaengius, Petrus Georgius	1600	NA	 1
Opsopaeus, Steno Joachimi	1600	NA	 1
Ollonberg, Andreas	1694	NA	 1
Asteropherus, Magnus Olai	1647	NA	 1
Olai, Laurentius	1600	NA	 1
Olai, Jonas	1653	NA	 1
Olai, Ahasverus	1600	NA	 1
Ogilvie, Jakobus	1681	NA	 1
Obsequens, Julius	 400	NA	 1
Nyzelius, Ericus Olai	1600	NA	 1
Nylander, Olaus Jonae	1600	NA	 1
Nortman, Martinus Magni	1656	NA	 1
Norrman, Johannes Johannis	1600	NA	 1
Nicolai, Thomas	1600	NA	 1
Nicolai, Petrus	1600	NA	 1
Nicolai, Joachimus	1671	NA	 1
Nicander, Petrus Magni	1701	NA	 1
Nicander, Jonas Magni	1690	NA	 1
Nevelius, Petrus Andreae	1689	NA	 1
Nerbelius, Petrus Laurentii	1677	NA	 1
Nerbelius, Ericus Laurentii	1699	NA	 1
Nassenius, Claudius Israelis	1600	NA	 1
Naesenius, Esaias Gregorii	1707	NA	 1
Mörck, Gustaf Johan	1600	NA	 1
Mörck, Elias Nicolai	1647	NA	 1
Myricius, Ericus Christophori	1679	NA	 1
Myrich, Johannes Andreae	1600	NA	 1
Muritanus, Johannes A	1600	NA	 1
Muraeus, Ambernus Laurentii	1600	NA	 1
Munselius, Jacobus Josephi	1600	NA	 1
Mulhusinus, Ludovicus	NA	NA	 1
Morscheidt, Cyriacus	1600	NA	 1
Moraeus, Christophorus Jonae	1710	NA	 1
Monthuchet, De	1600	NA	 1
Molinus, Jonas Christophori	1682	NA	 1
Moderus, Sveno Jonae	1600	NA	 1
Michaelis, Olaus	1600	NA	 1
Mellin, Carolus Magnus	1724	NA	 1
Melkorstadindal, Magnus Andreae	1633	NA	 1
Melijn, Johan Hemmingson	1600	NA	 1
Melander, Olaus Johannis	1600	NA	 1
Medolerus, Ericus Thomae	1630	NA	 1
Medenius, Benedictus Johannis	1600	NA	 1
Medeen, Erich	1600	NA	 1
Mauritius, Ambrosius	1600	NA	 1
Matthiae, Ericus	NA	1652	 1
Mattheis, Rombout	1600	NA	 1
Martini, Canutus	1600	NA	 1
Mariaestadius, Magnus Laurentii	1600	NA	 1
Malbeckius, Jacobus Petri	1600	NA	 1
Makeléer, Jakob	1663	NA	 1
Majus, Henricus	1600	NA	 1
Magni, Laurentius	1600	NA	 1
Magni, Andreas	1659	NA	 1
Magnelius, Olavus Magni	1652	NA	 1
Magirus, Georgius Von Hattingen	1600	NA	 1
Magander, Simon Bartoli	1600	NA	 1
Löfgren, Ericus Simonius	1688	NA	 1
Långebro, Oluff Nilszon	1600	NA	 1
Lythraeus, Georgius Andreae	1600	NA	 1
Lyserus, Wilhelmus	1600	NA	 1
Lyre, Abel Benedicti	1600	NA	 1
Lundelius, Benedictus Matthiæ	1693	NA	 1
Luculander, Petrus Magni	1600	NA	 1
Lubovinus, Tobias	1600	NA	 1
Lovisin, Erik	1693	NA	 1
Loperus, Christianus	1600	NA	 1
Lohrman, Bernhard Gertsson	1673	NA	 1
Lohman, Bernhardus Svenonis	1600	NA	 1
Lohm, Petrus Torstani	1671	NA	 1
Liungh, Petrus Erici	1679	NA	 1
Litzenius, Nicolaus Arvidi	1600	NA	 1
Lithomannus, Andreas Matthiae	1689	NA	 1
Linnerius, Petrus Jonae	1656	NA	 1
Lindner, Michael	1500	NA	 1
Lindh, Carl	1600	NA	 1
Lind, Andreas Petri	1600	NA	 1
Limacius, Andreas Johannis	1600	NA	 1
Lilonius, Andreas Erici	1600	NA	 1
Lilljestolpe, Lars	1706	NA	 1
Lidenius, Matthias Erici	1693	NA	 1
Lidenius, Haquinus Benedicti	1600	NA	 1
Levander, Olaus Johannis	1600	NA	 1
Lerbeckius, Ericus Petri	1670	NA	 1
Leander, Gabriel Erici	1691	NA	 1
Laxenius, Jacobus Martini	1687	NA	 1
Lauterbach, Matthias Christophori	1600	NA	 1
Laurinus, Laurentius Johannis	1691	NA	 1
Lauringer, Eucharius	1600	NA	 1
Laurentii, Uddo	1638	NA	 1
Laurbecchius, Benedictus Laurentii	1688	NA	 1
Lauræus, Olaus Olai	1690	NA	 1
Lantzenfelt, Henrik	1673	NA	 1
Lantzbergh, Johannes	1600	NA	 1
Lannerus, Petrus Arvidi	1665	NA	 1
Lannerus, Jonas Jacobi	1600	NA	 1
Landtman, Thore	1679	NA	 1
Landelius, Petrus T	NA	NA	 1
Lallærus, Magnus Magni	1600	NA	 1
Laechlin, Matthias Matthiae	1600	NA	 1
Lader, Daniel	1600	NA	 1
Lactantius	NA	NA	 1
Körling, Jonas Petri	1679	NA	 1
Kyander, Andreas Georgii	1691	NA	 1
Kråkefoot, Olaus Johannis	1600	NA	 1
Kråkefoot, Nicolaus Johannis	1600	NA	 1
Kruus, Christoff	1628	NA	 1
Kronaltzius, Johannes Andreae	1674	NA	 1
Krok, Laurentius Petri	1600	NA	 1
Krok, Israel Jonae	1653	NA	 1
Kringius, Ericus Nicolavi	1600	NA	 1
Korn, Valentin	1684	NA	 1
Kollanius, Abrahamus Abrahami	1667	NA	 1
Kock Coccius, Oluf Jensen	NA	1619	 1
Klint, Johannes Nicolai	1712	NA	 1
Kindius, Petrus Olai	1600	NA	 1
Kilander, Petrus Brynolphi	1600	NA	 1
Kilander, Laurentius Laurentii	1669	NA	 1
Kilander, Laurentius Georgii	1667	NA	 1
Kiellinus, Laurentius Brynolphi	1694	NA	 1
Ketarenius, Ericus Pauli	1664	NA	 1
Kellingius, Petrus Caroli	1600	NA	 1
Keding, Johannes	1600	NA	 1
Katt, Jonas Nicolai	1694	NA	 1
Jägerhorn, Henrik	1691	NA	 1
Justander, Samuel Erici	1700	NA	 1
Julinus, Ericus Andreae	1654	NA	 1
Julinus, Andreas Andreae Jr	NA	NA	 1
Jordis, Hendrik	1600	NA	 1
Jonae, Petrus	1664	NA	 1
Jonae, Petrus	NA	1667	 1
Jonae, Magnus	1604	NA	 1
Jonae, Laurentius	1598	NA	 1
Johansdotter, Sara	1600	NA	 1
Johannis, Torstenius	1600	NA	 1
Gelovius, Pappus Johannis	1657	NA	 1
Johannis, Michael	1600	NA	 1
Jheringius, Joachimus	1657	NA	 1
Jersnaerus, Sueno Johannis	1657	NA	 1
Jenisch, Christian	1600	NA	 1
Jacobson, Gisle	1600	NA	 1
Iwanowitz, Andreij	NA	NA	 1
Iversen, Boethius	NA	NA	 1
Itter, Antonius	1600	NA	 1
Israelsson, Johan	1600	NA	 1
Ingebrechtson, Carl	1600	NA	 1
Igelström, Benedictus Haraldi	1600	NA	 1
Höök, Andreas Andreae	1710	NA	 1
Hygridius, Arvidus Laurentii	1701	NA	 1
Hyginus, Gajus Julius	NA	NA	 1
Hutzingius, Enoch	1600	NA	 1
Hunterus, Jacobus Petri	NA	NA	 1
Hungvidius, Nicolaus Magni	1657	NA	 1
Humble, Petrus Haquini	1697	NA	 1
Hult, Elias Andreae	1600	NA	 1
Houtuyn, Adrian	1600	NA	 1
Hosselius, Olaus Jonae	1692	NA	 1
Hornius, Arvidus Haqvini	1652	NA	 1
Hornick, Martinus Johannis	1600	NA	 1
Hornick, Georgius Johannis	1661	NA	 1
Holmius, Jacobus Eliæ	1697	NA	 1
Holmenius, Andreas Laurentii	1674	NA	 1
Holm, Edvardus Johannis	1619	NA	 1
Holyk, Georgius	1685	NA	 1
Hogengård, Petrus Matthiæ	1600	NA	 1
Hoffrenius, Henricus Johannis	1710	NA	 1
Hochgrefferus, Henricus	1600	NA	 1
Hiller, Nicolaus	1600	NA	 1
Hierzelius, Henricus Martini	1600	NA	 1
Hierpe, Petrus Laurentii Laurentinus	1693	NA	 1
Hiebner, Israel	NA	NA	 1
Hesling, Johannes Johannis	1690	NA	 1
Herkepaeus, Ericus Andreae	1693	NA	 1
Herborth, Johannes Jacobus	1691	NA	 1
Heraeus, Christian	1691	NA	 1
Hennings, Ambrosius	1600	NA	 1
Helsingius, Marcus Henrici	1609	NA	 1
Helsingius, Marcus Georgii	1678	NA	 1
Hellenius, Bothvidus Jonae	1670	NA	 1
Heinsius, J B	1600	NA	 1
Haveman, Georgius Henrici	1717	NA	 1
Hausmannus, Engelbertus	1600	NA	 1
Hastadius, Laurentius Estonis	1600	NA	 1
Hasselgren, Henricus Petri	1698	NA	 1
Hasselblad, Isaacus Svenonis	1682	NA	 1
Hartman, Olaus Samuelis	1695	NA	 1
Hand, Knut	1614	NA	 1
Hammarinus, Ericus Laurentii	1600	NA	 1
Hamelius, Olaus Johannis	1678	NA	 1
Hake, Axelius Nicolai	1659	NA	 1
Hagman, Magnus Petri	1710	NA	 1
Haglinus, Jonas Leonhardi	1712	NA	 1
Haberegger, Vitus	NA	NA	 1
Gyllengrip, Gabriel Andreæ	1685	NA	 1
Gyldenstolpe, Carl	1710	NA	 1
Gunnærus, Michael Samuelis	1600	NA	 1
Gudmundi, Petrus	1672	NA	 1
Gröningh, Carolus Nicolai	1600	NA	 1
Grundelius, Arvidus Johannis	1658	NA	 1
Nazianzos, Gregorios	NA	NA	 1
Green, Ericus Danielis	1692	NA	 1
Greek, Simon Caroli	1691	NA	 1
Greek, Jacobus Johannis	1600	NA	 1
Granius, Nicolaus Andreae	1631	NA	 1
Granberg, Wilhelmus Petri	1694	NA	 1
Goldenau, Nathanael	1705	NA	 1
Gnospelius, Jacobus	1703	NA	 1
Gladerus, Johannes Henrici	1600	NA	 1
Gizæus, Petrus Petri	1600	NA	 1
Gizaeus, Petrus Gislesson	1640	NA	 1
Girs, Petrus Petri	1600	NA	 1
Gerdt, Johannes L	1600	NA	 1
Georgii, Haraldus	1600	NA	 1
Gartzius, Johannes	1682	NA	 1
Gangius, Olaus Laurentii	1600	NA	 1
Gangius, Elias Martini	1600	NA	 1
Gallenius, Andreas Swenonis	1600	NA	 1
Galenos	NA	NA	 1
Galdenblad, Johan	1736	NA	 1
Gadd, Johannes Andreae	1600	NA	 1
Frymolinus, Daniel Svenonis	1693	NA	 1
Frisius, Samuel Nicolai	1669	NA	 1
Frisius, Magnus Andreae	1600	NA	 1
Friederich, Mattheus	1600	NA	 1
Friedelius, Laurentius Suenonis	1600	NA	 1
Freyschmidt, Paul	1600	NA	 1
Forsselius, Olaus	1600	NA	 1
Folkernius, Petrus Erici	1648	NA	 1
Folchovius, Andreas Petri	1600	NA	 1
Fogelberg, Petrus Svenonis	1712	NA	 1
Flygge, Johannes Petri	1682	NA	 1
Florus	NA	NA	 1
Florinus, Thomas Martini	1703	NA	 1
Florinus, Thomas	1648	NA	 1
Florinus, Ericus Matthiæ	1600	NA	 1
Florenius, Paulus Svenonis	1665	NA	 1
Fischovius, Johannes Benedicti	NA	NA	 1
Fischbach, Petrus Conrad Von	1600	NA	 1
Fernander, Olaus Laurentii	1600	NA	 1
Fedt, Daniel	1600	NA	 1
Faxelius, Martinus Nicolai	1651	NA	 1
Farlingius, Magnus Laurentii Westadius	1600	NA	 1
Falck, Petrus Simonsson	1622	NA	 1
Falk, Petrus Andreae	1692	NA	 1
Falk, Johannes Erici	1600	NA	 1
Fahlman, Nicolaus Svenonis	1600	NA	 1
Fabrinus, Sveno Trottonis	1600	NA	 1
Fabricius, Johannes	1600	NA	 1
Fabricius, Eschillus Svenonis	1692	NA	 1
Fabricius, Ericus	1636	NA	 1
Eurymachæra, Casparus	1600	NA	 1
Euripides	NA	NA	 1
Espingh, Petrus Magni	1600	NA	 1
Erici, Laurentius	1600	NA	 1
Erici, Benedictus	1600	NA	 1
Epiktetos	NA	NA	 1
Enslin, Johannes Theodoricus	1600	NA	 1
Emporagrius, Israel Nicolai	1657	NA	 1
Elledurt, Johannes	1600	NA	 1
Eliae, Elias	1600	NA	 1
Elers, Anthon	1600	NA	 1
Ekenius, Laurentius Nicolai	1691	NA	 1
Eichler, Michael	1500	NA	 1
Egardus, Paulus	1600	NA	 1
Dych, Haraldus Johannis	1711	NA	 1
Duncanus, Olaus	1659	NA	 1
Dryander, Jonas Erici	1650	NA	 1
Dreyer, Johann Arnold	1600	NA	 1
Donrätl, Ferdinand	1600	NA	 1
Dimbodius, Andreas Svenonis	1675	NA	 1
Demosch, Matthias	1600	NA	 1
Demophilus	NA	NA	 1
Delwich, Johannes Von	1600	NA	 1
De La Chapelle, Julius Richart	1672	NA	 1
Davidsson, Wilhelmus	1600	NA	 1
Danielis, Daniel	1600	NA	 1
Dalenius, Petrus Svenonis	1706	NA	 1
Dahlberg, Erik Jönsson	NA	1703	 1
Daffy, Anthony	1680	NA	 1
Curnovius, Johannes Henrici	1600	NA	 1
Cuprimontanus, Henricus Abrahami	1600	NA	 1
Cujacius, Isaacus	1664	NA	 1
Crüger, Johann	1617	NA	 1
Crantzberg, Johann August Von	1600	NA	 1
Cramer, Nicodemus	1500	NA	 1
Crail, Georg Günther	1641	NA	 1
Cornelia	 150	NA	 1
Constantius, Johannes Josua	1698	NA	 1
Columbus, Jacobus Petri	NA	1655	 1
Collinus, Johannes Nicolai	1600	NA	 1
Collenius, Sveno L	1600	NA	 1
Collander, Samuel Thomae	NA	1727	 1
Colerus, Fridericus Werner	1600	NA	 1
Cloverus, Johannes Erici	1685	NA	 1
Clingel, Rudolph	1600	NA	 1
Claudius, Alertus	1600	NA	 1
Clarmannus, Isacus Petri	1600	NA	 1
Cirrhaeus, Sveno Laurentii	1632	NA	 1
Chytraeus, Wolfgangus Matthaeus	1600	NA	 1
Chruzelius, Boetius Birgeri	1653	NA	 1
Catonius, Nicolaus Holgeri	1655	NA	 1
Carolstadius, Johannes Thomae	1627	NA	 1
Carolstadius, Christophorus Erici	1677	NA	 1
Carolstadius, Andreas Matthiae	1600	NA	 1
Carlmannus, Canutus Jacobi	1655	NA	 1
Carlinus, Andreas Nicolai	1660	NA	 1
Carling, Petrus Petri	NA	NA	 1
Carlhjelm, Gustaf Gustafsson	1692	NA	 1
Carelius, Andreas Josephi	1600	NA	 1
Campanius, Johannes Jonae	1683	NA	 1
Callières, Jacques De	1697	NA	 1
Callenius, Stephanus Nicolai	1600	NA	 1
Böker, Laurentius Svenonis	1696	NA	 1
Byringius, Olaus Nicolai	NA	1670	 1
Buskagrius, Petrus	1600	NA	 1
Bullernaesius, Petrus Nicolai	1632	NA	 1
Bulder, Dietricus Heinrici	1600	NA	 1
Brühlens, Johann	NA	NA	 1
Brunstedt, Lars	1703	NA	 1
Brunati, Antonio	1600	NA	 1
Brodinus, Olavus	1600	NA	 1
Brockenius, Zacharias	1713	NA	 1
Brobergh, Gustavus Erici	1600	NA	 1
Bringius, Johannes Nicolai	1668	NA	 1
Bringius, Daniel Nicolai	1655	NA	 1
Brandt, Ludovicus Ludovici	1600	NA	 1
Brandius, Daniel Nicolai	1600	NA	 1
Brander, Carolus Caroli	1600	NA	 1
Brandenburg, Albert	1600	NA	 1
Bornaeus, Johannes Svenonis	1600	NA	 1
Boldnæsius, Nicolaus Olai	1600	NA	 1
Bohm, Andreas Petri	1600	NA	 1
Bodinus, Elaus Laurentii	1655	NA	 1
Bock, Berendt Friedrich Von	1600	NA	 1
Björn, Petrus Olai	1600	NA	 1
Bjur, Henricus Laurentii	NA	1660	 1
Bilsten, Johannes	1600	NA	 1
Biesenthal, Heinrich	1600	NA	 1
Bex, Abraham	1690	NA	 1
Betulander, Jonas Benedicti	1670	NA	 1
Berlin, Joachim	1600	NA	 1
Bergh, Ericus Benedicti	1600	NA	 1
Berg, Johan Olai	NA	NA	 1
Beltherus, Daniel Johannis	1600	NA	 1
Belingius, Petrus Johannis	1669	NA	 1
Belingius, Johannes Johannis	1667	NA	 1
Becker, Petrus	1623	NA	 1
Becherer, Johannes Tobias	1600	NA	 1
Bechælius, Jonas Henrici	1600	NA	 1
Becchius, Nicolaus Magni	1629	NA	 1
Barschamps, Ivo	1600	NA	 1
Balk, Nicolaus	1610	NA	 1
Backman, Philippus Mathiæ	1691	NA	 1
Baazius, Benedictus Johannis	1600	NA	 1
Axelius, Isaak	1692	NA	 1
Avianus, Christianus	1626	NA	 1
Aurivillius, Johannes Olai	1689	NA	 1
Aulinus, Petrus Erici	1687	NA	 1
Ascaneus, Martinus	NA	NA	 1
Attorpius, Olaus Michælis	1600	NA	 1
Ethicus, Arnobius	1600	NA	 1
Arnerus, Laurentius Olavi	1600	NA	 1
Aristides, Aelius	NA	NA	 1
Aridlander, Johannes Henrici	1600	NA	 1
Argillander, Claudius Olai	1688	NA	 1
Arenius, Thomas Olai	1692	NA	 1
Arenius, Andreas Nicolai	1689	NA	 1
Appelbom, Arvidus Andreæ	1600	NA	 1
Apelroot, Benedictus Johannis	NA	1679	 1
Anglenius, Simon Caroli	1600	NA	 1
Andreæ, Olaus	1649	NA	 1
Rehn, Nicolaus Andreae	1628	NA	 1
Andreæ, Ericus	1600	NA	 1
Ancker, Henricus Martini	1723	NA	 1
Anberg, Johannes Broderi	1600	NA	 1
Alzhovius, Haraldus Petri	NA	1678	 1
Almaenius, Ericus Johannis	1660	NA	 1
Allengren, Johannes Jonae	1600	NA	 1
Alhemius, Martinus Johannis	1600	NA	 1
Numenius, Alexander	NA	NA	 1
Alegren, Elias Andreæ	1600	NA	 1
Albanus, Franciscus	1639	NA	 1
Alander, Andreas Johannes	NA	1671	 1
Alanus, Carolus Nicolai	1600	NA	 1
Alander, Christiernus Caroli	1704	NA	 1
Agricola, Christianus Christiani	1600	NA	 1
Agesilaos	NA	NA	 1
Aelianus, Claudius	NA	NA	 1
Abrahami, Abrahamus	1675	NA	 1
Jäderlund, Laurentius	NA	NA	 1
Funck, Gustaf Fredrik Af	NA	NA	 1
Funck, Gustaf Johan Af	NA	NA	 1
Enckel, Nils	NA	NA	 1
Enewall, Johannes	NA	NA	 1
Enelius, Anders N	NA	NA	 1
Enderberg, Adam	NA	NA	 1
Enckell, Henrik	NA	NA	 1
Enander, Adolf Daniel	NA	NA	 1
Coquerel, Charles Augustin	NA	NA	 1
Cerdan, Jean-paul De	NA	NA	 1
Cederström, Olof	NA	NA	 1
Cederström, Jacques	NA	NA	 1
Cederström, Anders	NA	NA	 1
Cederlöf, Matthias	NA	NA	 1
Cederholm, M	1749	NA	 1
Cederhielm, Johan	NA	NA	 1
Cederhielm, Adam Josias	NA	NA	 1
Cederhjelm, Adam Germund	NA	NA	 1
Broomé, Gustaf	1786	NA	 1
Broman, Fredric Conrad	NA	NA	 1
Broman, Fredrik Conrad	NA	NA	 1
Brohm, Karl Friedrich August	NA	NA	 1
Broberg, Axel Ehrenreich Gustaf	NA	NA	 1
Brockenhuus, Oluff	NA	NA	 1
Brock, Mattihas	NA	NA	 1
Barth, Johann Nathanael	NA	NA	 1
Arnkiel, Friedrich	NA	NA	 1
Arbouin, James	NA	NA	 1
Angvilin, Samuel	NA	NA	 1
Andreae, Gevaliensis	NA	NA	 1
Andreae, Nicolaus	NA	NA	 1
Broomé, Carl Fredrik	NA	NA	 1
Schimmelmann, Jacob	NA	NA	 1
Abildgaard, Sören	NA	NA	 1
Björnstjärna, Magnus Fredrik Ferdinand	NA	NA	 1
Archenholz, Johann Wilhelm Von	NA	NA	 1
Carnot, M	NA	NA	 1
Boisgelin, Louis De	NA	NA	 1
Paulin, Arvid	NA	NA	 1
Norrman, Carl Er	NA	NA	 1
Kindahl, Petrus	NA	NA	 1
Ennes, B S	NA	NA	 1
Saint-donat, Coupé	NA	NA	 1
Anckarsvärd, Carl Hindrick	NA	NA	 1
Aspelin, David	NA	NA	 1
Eck, Johann Georg Filius	NA	NA	 1
Aguila, C	NA	NA	 1
Stenius, Olof	NA	NA	 1
Neander, Carl Von	NA	NA	 1
Goulon, Louis	1640	NA	 1
Grundell, Daniel	1716	NA	 1
Sahlstedt, Adolph	NA	NA	 1
Thim, Henrik	NA	NA	 1
österman, Bengt	NA	NA	 1
Hedengran, Petter	NA	1769	 1
Moses, Gedaliae	NA	NA	 1
Fahlberg, Joh Jonass	NA	NA	 1
Ahlberg, Bengt	NA	NA	 1
Sundblad, Anders Abraham	NA	NA	 1
Duve, Johan H	NA	NA	 1
Dryselius, Maria Christina	1835	NA	 1
åkerwall, Jonas	NA	NA	 1
Forslind, H	NA	NA	 1
Malmström, Anders	NA	NA	 1
Wagner, Carl	NA	NA	 1
Comstedt, Eva Christina	1763	NA	 1
Vaucrosson	NA	NA	 1
Hagberg, Jöns	NA	NA	 1
Orava, Mårten	NA	NA	 1
Nilsson, Sven	NA	1883	 1
Tilleman, Johan Martin	NA	NA	 1
Jerlin, Lorens Gustaf	1711	NA	 1
Wagner, Jacob	NA	NA	 1
Edman, Eric Gabriel	NA	NA	 1
Vougt, Georg Friedrich	NA	NA	 1
Löfström, Petter	NA	NA	 1
Catalde, De	NA	NA	 1
Castens, Carl Fredr	NA	NA	 1
Carlqvist, Carl Johan	NA	NA	 1
Carlén, Nils	NA	NA	 1
Carl, Friderich Christian	NA	NA	 1
Caré, Andreas	NA	NA	 1
Canderholm, Carl	NA	1755	 1
Bäkman, Olof	NA	NA	 1
Bäckman, Johan Fredrik	NA	NA	 1
Bäck, Gustaf	NA	NA	 1
Bång, Carl Gustaf	1749	NA	 1
Buschman, Johan Georg	NA	NA	 1
Burtz	NA	NA	 1
Bure, Fale Axel	1757	NA	 1
Buhrman, Eric Pettersson	NA	NA	 1
Brument, -t	NA	NA	 1
Brehmer, Johan Pet	NA	NA	 1
Brécy, Adélaïde Isabelle Jeanne De	NA	NA	 1
Breant, Isaac	NA	1759	 1
Brave, Rudolph Gustaf	NA	NA	 1
Brauner, M H	NA	NA	 1
Brandt, Adiel	NA	NA	 1
Brand, H C G	NA	NA	 1
Boethius, Anicius Manlius Severinus	NA	NA	 1
Bleichrodt, Wilhelm Günther	NA	NA	 1
Tengblad, Ella Christina	NA	NA	 1
Mörk, Gustaf Fredrik	NA	NA	 1
Björkelund, Nils	1763	NA	 1
Wallin	NA	NA	 1
Biugge	NA	NA	 1
Beyschlag, Johann Balthasar	NA	NA	 1
Berggren, Johan Erik	NA	NA	 1
Berg, F	NA	NA	 1
Bellman, Johan Martin	1725	NA	 1
Barrie, Alexander	NA	NA	 1
Asp, Eric N	1735	NA	 1
Becker, Gotthelf Wilhelm Rupert	NA	1823	 1
Bauer, Johann Philipp	NA	NA	 1
Barthollin, Jacob	NA	NA	 1
Askelund, Jonas	NA	NA	 1
Avelin, G E	NA	NA	 1
Aubin, Penelope	1700	NA	 1
Asplund, Anders	NA	NA	 1
Aristofanes	NA	NA	 1
Ariès, Joseph Louis D'	NA	NA	 1
Arhusius, Pehr	NA	NA	 1
Argences, D'	NA	NA	 1
Arendt, Hans Heinrich Wilhelm	NA	NA	 1
Appelroht, Christ Peter	NA	NA	 1
Andersson, Ola	NA	NA	 1
Aguila, C J E H D'	NA	1815	 1
Almqvist	NA	NA	 1
Alard, Matthias Andreas	NA	NA	 1
Ahlgrén, Catharina	1734	NA	 1
Adler, Friedrich Christian	NA	NA	 1
